Κρυονερίου,5,9  4.000,904,5  2  1.309,409,10  1  9
Κρυοπηγής,8,8  4.409,1.116,3  1  22.716,3.141,5  2  3
Κυψέλης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",5,6  5.169,1.269,1  0  94,,25,4  1  3
Λαζαρίνας,1,1  980,246,2  2  1.562,,307,2  0  2
Λεονταρίου,4,5  2.495,576,0  0  0,,0,3  0  3
Λεοντίτου,1,1  142,36,0  0  0,,0,1  1  0
Λουτροπηγής,2,3  793,199,0  0  0,,0,2  0  2
Μαγούλας,2,2  1.280,291,0  0  0,,0,1  0  1
Μαγουλίτσης,0,0  0,0,1  0  180,,40,1  1  0
Μακρυχωρίου,2,2  555,140,1  0  1.372,,414,4  0  4
Μαραθέας,1,1  330,110,0  0  0,,0,1  0  1
Μάρκου,1,1  778,196,0  0  0,,0,1  0  1
Μασχολουρίου,1,1  144,36,1  1  51,,17,0  0  0
Ματαράγκας,6,7  3.445,857,1  1  753,,206,4  1  3
Μαυραχάδων,1,1  641,101,0  0  0,,0,0  0  0
Μαυρομματίου,4,5  1.357,374,6  2  748,,227,6  3  3
Μελίσσης,1,1  515,143,1  1  634,,157,1  0  1
Μεσενικόλα,1,1  183,59,2  1  533,,141,3  2  1
Μεταμορφώσεως,2,2  841,200,2  0  193,,50,3  1  2
Μητροπόλεως,115,240  209.788,61.905,50  44  19.400,,6.399,328  37  291
Μορφοβουνίου,0,0  0,0,2  1  633,,199,0  0  0
Νεοχωρίου,2,3  725,207,1  1  192,,64,3  2  1
Ορφανών,2,3  2.149,494,1  1  38,,18,2  1  1
Παλαιοκκλησίου,4,5  1.223,341,2  0  258,,65,3  1  2
Παλαιοχωρίου,0,0  0,0,1  1  120,,53,0  0  0
Παλιουρίου,1,2  540,115,0  0  0,,0,1  0  1
Πεδινού,0,0  0,0,1  0  153,,50,1  1  0
Πεζούλας,6,9  6.454,1.678,9  5  1.569,,465,10  3  7
Πετρίλου,2,3  719,226,0  0  0,,0,2  1  1
Πετρωτού,1,1  168,48,0  0  0,,0,1  0  1
Πευκοφύτου,2,3  698,273,1  1  266,,100,1  0  1
Πορτής,0,0  0,0,1  0  247,,82,2  2  0
Πορτίτσης,1,7  1.623,541,0  0  0,,0,4  0  4
Προαστίου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",3,3  942,314,1  0  215,143,3  0  3
Προδρόμου,9,10  13.629,2.565,3  2  7.030,1.347,11  3  8
Πτελοπούλας,1,2  692,228,0  0  0,0,1  0  1
Πύργου Ιθώμης,0,0  0,0,1  0  26,7,0  0  0
Ραχούλας,1,1  149,49,1  0  1.104,276,1  1  0
Ρεντίνης,2,3  564,163,1  0  123,44,2  0  2
Ριζοβουνίου,3,3  3.200,751,1  1  495,125,3  1  2
Ρούσσου,0,0  0,0,1  0  236,60,1  1  0
Σταυρού,2,2  8.783,1.450,0  0  0,0,0  0  0
Συκεών,0,0  0,0,1  0  38,13,1  1  0
Φαναρίου,3,4  1.756,406,2  3  363,110,3  0  3
Φιλίας,1,1  222,74,0  0  0,0,1  0  1
Φράγκου,1,2  415,129,0  0  0,0,1  0  1
Φυλακτής,7,9  5.401,1.570,0  0  0,0,6  0  6
Φύλλου,2,3  6.478,818,1  0  144,48,2  1  1
Χάρματος,0,0  0,0,2  1  266,98,0  0  0
ΝΟΜΟΣ ΛΑΡΙΣΗΣ,825,1.769  1.321.603,412.530,386  371  468.968,89.903,2.304  673  1.631
Αγιάς,0,0  0,0,1  0  1.187,225,0  0  0
Γερακαρίου,0,0  0,0,2  1  495,160,2  1  1
Ελάφου,1,2  313,134,0  0  0,0,1  0  1
Καλαμακίου,2,2  365,115,3  4  1.093,331,4  2  2
Καρίτσης,3,5  1.623,523,0  0  0,0,4  0  4
Μελιβοίας,17,31  9.633,3.237,3  3  476,153,44  21  23
Μεταξοχωρίου,1,2  919,275,1  1  1.256,407,3  0  3
Ποταμιάς,0,0  0,0,2  2  422,145,3  2  1
Σκήτης,14,24  8.116,2.810,3  4  1.318,437,41  29  12
Σκλήθρου,2,2  921,290,0  0  0,0,2  1  1
Στομίου,1,1  288,96,2  1  828,216,2  0  2
Σωτηρίτσης,8,9  4.231,1.246,0  0  0,0,11  4  7
Ελασσόνος,9,12  6.484,2.120,1  2  1.481,405,8  1  7
Βλαχογιαννίου,1,1  494,133,0  0  0,0,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
?αμασίου,2,2  1.081,365,2  1  408,142,5  2  3
Ευαγγελισμού,1,1  206,56,0  0  0,0,0  0  0
Καλλιθέας,6,9  3.390,1.049,3  3  500,163,7  1  6
Καρυάς,3,4  1.700,560,0  0  0,0,3  0  3
Κεφαλοβρύσου,1,1  300,100,0  0  0,0,1  0  1
Κρανέας Ελασσόνος,3,5  1.600,507,2  1  497,163,6  1  5
Κρυόβρυσης,1,1  147,49,0  0  0,0,1  0  1
Λιβαδίου,6,10  5.010,1.474,2  1  225,77,10  3  7
Λουτρού,6,11  2.731,949,1  1  326,108,5  0  5
Μηλέας,1,2  822,245,0  0  0,0,1  0  1
Ολυμπιάδος,1,2  864,262,0  0  0,0,2  0  2
Πραιτωρίου,0,0  0,0,1  1  200,65,1  1  0
Σαρανταπόρου,11,21  5.637,1.769,4  3  1.336,437,16  4  12
Συκαμινέας,1,1  158,50,0  0  0,0,1  0  1
Συκέας,0,0  0,0,4  2  582,190,4  4  0
Λαρίσης,360,1.059  796.550,271.503,154  183  142.066,31.038,1.600  515  1.085
Αγίου Γεωργίου,1,1  4.500,1.125,0  0  0,0,0  0  0
Αγίων Αναργύρων,4,4  791,260,0  0  0,0,2  0  2
Αμπελακίων,0,0  0,0,2  1  1.694,330,1  0  1
Αμυγδαλέας,1,1  234,78,0  0  0,0,1  0  1
Αρμενίου,3,4  1.467,451,0  0  0,0,3  1  2
Βουναίνων,1,1  5.702,1.636,0  0  0,0,1  1  0
Γαλήνης,1,2  472,143,0  0  0,0,2  0  2
Γλαύκης,2,3  973,293,0  0  0,0,3  0  3
?ιλόφου,2,5  986,322,0  0  0,0,3  1  2
Ελευθερίου,1,1  372,129,0  0  0,0,1  0  1
Ελευθερών,2,2  480,130,0  0  0,0,0  0  0
Ζαππείου,1,1  266,70,1  2  607,184,1  0  1
Καλοχωρίου,2,4  1.436,489,0  0  0,0,2  0  2
Κιλελέρ (Κυψέλης),1,1  287,87,1  0  498,151,2  0  2
Κοιλάδος,2,2  1.569,378,4  0  701,203,3  1  2
Κραννώνος,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  2.205,450,1  1  157,50,1  1  0
Κυψελοχωρίου,1,1  70,22,0  0  0,0,0  0  0
Μακρυχωρίου,14,20  45.672,8.352,5  1  142.689,14.946,5  1  4
Μάνδρας,2,3  828,261,1  0  115,36,3  0  3
Μαυροβουνίου,2,2  765,203,0  0  0,0,1  0  1
Μεγάλου Μοναστηρίου,0,0  0,0,1  0  487,146,0  0  0
Μελίας,0,0  0,0,1  0  7.276,945,0  0  0
Μελίσσης,1,1  178,54,0  0  0,0,1  1  0
Μελισσοχωρίου,5,6  5.580,1.458,2  1  516,131,5  1  4
Μοσχοχωρίου,2,3  1.584,533,0  0  0,0,3  0  3
Μύρων,5,10  3.427,1.013,3  6  1.086,351,7  2  5
Νέας Λεύκης,4,5  2.041,591,2  0  724,188,2  0  2
Νέσσωνος,3,5  2.719,831,2  1  611,187,7  1  6
Νέων Καρυών,1,2  377,129,1  1  401,134,2  0  2
Νικαίας,24,39  26.462,6.327,10  10  26.951,6.266,29  4  25
Ομολίου,2,3  10.830,1.885,0  0  0,0,0  0  0
Ομορφοχωρίου,4,7  3.113,1.011,2  0  4.505,656,5  1  4
Παραποτάμου,0,0  0,0,4  5  5.583,1.698,0  0  0
Πλατυκάμπου,14,16  11.749,2.858,3  1  2.302,709,15  5  10
Πουρναρίου,0,0  0,0,1  0  336,96,0  0  0
Σπηλιάς,1,1  215,65,1  1  175,58,1  0  1
Συκουρίου,52,97  82.074,22.592,29  32  26.647,7.040,94  20  74
Τερψιθέας,8,13  16.409,3.594,0  0  0,0,8  0  8
Χάλκης,3,4  1.869,440,1  0  139,42,3  1  2
Αμπελώνος,25,31  17.460,4.988,8  5  2.163,692,26  2  24
Τυρνάβου,61,82  62.062,15.796,34  27  21.109,4.841,73  9  64
Αιγάνης,5,7  1.918,586,1  2  488,160,8  2  6
Αργυροπουλείου,0,0  0,0,1  2  827,265,2  0  2
Γιάννουλης,38,65  94.062,26.828,21  20  43.179,7.928,67  10  57
Γόννων,5,6  3.259,842,3  0  680,197,5  3  2
?ένδρων,4,5  2.296,736,1  1  274,83,5  0  5
Καλλιπεύκης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,2  310,94,0  0  0,,0,1  0  1
Κρανέας,2,2  1.368,323,1  0  264,,80,1  0  1
Παλαιοπύργου,0,0  0,0,2  0  308,,106,2  1  1
Πυργετού,16,26  10.502,3.321,4  3  1.022,,336,19  2  17
Ραψάνης,1,2  191,74,1  2  141,,47,2  1  1
Φαλάννης,4,5  5.181,1.249,2  1  759,,268,3  0  3
Φαρσάλων,19,35  27.105,8.143,24  24  15.228,,4.344,65  4  61
Βαμβακούς,0,0  0,0,2  1  539,,173,2  0  2
Βασιλή,0,0  0,0,1  1  311,,103,1  0  1
?ιλόφου,0,0  0,0,1  0  81,,27,1  1  0
Ερετρίας,1,1  198,60,0  0  0,,0,1  1  0
Κατωχωρίου,1,1  626,201,1  0  111,,37,3  1  2
Κρήνης,2,2  544,181,3  1  1.001,,290,4  1  3
Μεγάλου Ευυδρίου,1,1  358,119,0  0  0,,0,1  0  1
Ναρθακίου,1,2  1.601,448,0  0  0,,0,2  1  1
Πολυδαμείου,2,2  612,174,6  4  1.587,,517,5  0  5
Σκοτούσσης,1,1  665,190,0  0  0,,0,0  0  0
ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ,908,1.748  1.109.632,321.135,527  518  621.242,,109.335,2.614  1.055  1.559
Αλμυρού,7,11  5.030,1.594,6  1  120.490,,12.838,12  5  7
Αγίας Τριάδος,7,12  5.306,1.685,5  3  386,,129,15  8  7
Αγίου Ιωάννου,4,5  7.946,1.186,2  2  8.088,,1.105,3  2  1
Αμαλιαπόλεως,12,21  11.785,2.180,2  2  440,,148,17  7  10
Ανάβρας,1,1  1.160,200,0  0  0,,0,0  0  0
Βρυναίνης,5,7  5.489,2.428,1  1  185,,66,6  1  5
?ρυμώνος,37,70  45.482,14.762,16  15  4.345,,1.380,66  7  59
Ευξεινουπόλεως,3,4  1.045,312,1  0  560,,206,4  1  3
Κωφών,1,1  215,73,0  0  0,,0,1  0  1
Μικροθηβών,1,1  652,142,0  0  0,,0,0  0  0
Πλατάνου,1,1  210,60,2  0  6.500,,758,0  0  0
Πτελεού,8,9  2.621,843,8  10  2.213,,717,15  7  8
Σούρπης,17,26  8.706,2.752,9  8  1.679,,551,24  7  17
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Βελεστίνου,1,1  240,60,1  2  664,166,1  0  1
Βόλου,52,155  109.610,35.616,20  30  8.121,2.117,294  82  212
Ιωλκού,33,44  22.259,6.391,28  13  214.460,30.168,49  11  38
Νέας Ιωνίας,81,188  135.473,41.834,80  87  36.949,10.394,341  95  246
Αγίου Βλασίου,0,0  0,0,1  1  105,34,1  1  0
Αγίου Γεωργίου Νηλείας,2,4  1.014,363,1  1  50,17,3  2  1
Αγίου Λαυρεντίου,2,2  1.069,340,0  0  0,0,2  0  2
Αγριάς,1,2  693,186,3  2  770,248,3  0  3
Αερινού,2,2  4.884,653,1  1  392,126,3  2  1
¶λλης Μεριάς,4,7  61.966,2.190,3  2  13.466,1.797,7  0  7
Ανηλίου,4,5  1.004,336,0  0  0,0,4  2  2
¶νω Λεχωνίων,8,15  16.115,4.135,2  2  488,149,30  7  23
Αργαλαστής,18,25  8.771,2.704,15  12  3.335,1.111,47  26  21
Αφετών,6,8  2.482,752,2  0  187,57,6  2  4
Βυζίτσης,2,4  1.294,386,2  3  578,201,4  2  2
?ιμηνίου,17,22  23.668,5.628,7  4  67.537,8.070,12  2  10
?ρακείας,2,3  467,159,3  4  860,279,5  2  3
Ζαγοράς,19,29  8.786,2.889,10  11  2.063,611,32  11  21
Καλαμακίου,2,3  875,300,1  0  75,22,3  1  2
Καλών Νερών,1,1  565,188,3  2  770,256,3  1  2
Καναλίων,1,1  590,1.173,3  1  644,206,4  2  2
Κάτω Λεχωνίων,7,11  5.245,1.595,2  2  224,68,9  2  7
Κατωχωρίου,3,4  694,204,2  1  551,176,6  5  1
Κεραμιδίου,3,5  825,281,1  0  122,39,5  3  2
Κερασέας,2,3  792,268,1  0  277,94,3  0  3
Κισσού,1,1  420,140,1  0  45,14,1  1  0
Λαύκου,10,14  2.382,763,5  3  1.520,403,10  5  5
Μακρινίτσης,5,7  2.806,841,7  3  1.035,323,7  4  3
Μακρυρράχης,2,2  983,279,3  1  447,147,4  1  3
Μηλεών,27,41  15.875,4.791,4  5  613,194,58  27  31
Μηλίνης,6,7  2.329,652,4  3  572,192,4  0  4
Μικρού Περιβολακίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  0  65,,23,1  1  0
Μουρεσίου,13,24  17.738,4.487,4  3  1.635,,463,15  7  8
Νέας Αγχιάλου,40,63  40.808,11.099,20  19  7.184,,2.276,68  12  56
Νεοχωρίου,7,14  3.741,1.309,5  4  826,,229,12  6  6
Ξινόβρυσης,2,2  382,97,1  0  28,,10,2  1  1
Ξορυχτίου,1,2  951,289,0  0  0,,0,1  0  1
Πορταριάς,10,18  6.729,1.917,9  11  3.437,,1.108,25  12  13
Πουρίου,0,0  0,0,1  1  102,,34,1  1  0
Προμυρίου,6,8  2.231,764,3  0  359,,123,5  1  4
Ριζομύλου,1,2  385,103,0  0  0,,0,1  0  1
Σέσκλου,4,5  12.078,2.285,6  4  13.278,,2.444,5  1  4
Σταγιατών,0,0  0,0,1  0  159,,39,1  1  0
Στεφανοβικείου,5,7  3.279,957,1  0  414,,127,4  1  3
Τρικερίου,7,9  2.350,717,7  6  1.235,,397,12  5  7
Τσαγκαράδας,8,15  11.096,2.978,7  6  1.955,,590,13  4  9
Σκιάθου,86,129  49.437,14.732,18  16  11.547,,3.166,143  94  49
Σκοπέλου,73,111  79.545,20.103,33  34  12.656,,3.363,133  62  71
Αλοννήσου,30,49  12.641,4.099,12  17  6.671,,2.114,52  26  26
Γλώσσης,180,490  330.679,108.982,123  150  55.361,,16.516,977  469  508
Κλήματος,7,15  5.739,1.903,7  9  2.524,,736,19  7  12
ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,507,811  519.939,148.781,234  186  108.813,,29.362,918  201  717
Καλαμπάκας,8,13  4.646,1.506,7  3  2.077,,707,13  1  12
Αγναντιάς,3,5  1.782,542,0  0  0,,0,4  1  3
Ανθούσης,1,1  393,149,0  0  0,,0,1  0  1
Ασπροκκλησιάς,4,5  1.500,478,1  0  79,,28,4  0  4
Αχλαδέας,1,2  375,118,0  0  0,,0,1  0  1
Βασιλικής,7,9  5.366,1.740,3  1  398,,124,4  2  2
Βλαχάβας,5,7  3.634,1.049,0  0  0,,0,4  0  4
Γάβρου,3,3  1.419,464,2  1  825,,199,3  0  3
Γερακαρίου,133,281  188.531,57.467,60  62  38.043,,9.438,376  55  321
Γλυκομηλέας,1,1  202,67,0  0  0,,0,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
?ιάβας,5,7  7.497,1.869,3  1  282,89,4  1  3
Θεοπέτρας,3,5  887,303,3  2  641,216,5  2  3
Κακοπλευρίου,13,20  4.827,1.453,0  0  0,0,15  1  14
Καλλιθέας,6,8  2.642,823,6  2  1.154,358,9  3  6
Καλομοίρας,1,2  617,198,0  0  0,0,1  0  1
Καστανέας,2,2  4.173,593,1  2  381,131,1  0  1
Καστρακίου,5,7  1.926,641,5  3  2.260,724,8  3  5
Κλεινού,9,10  5.904,1.518,1  0  339,97,6  0  6
Κονισκού,8,13  6.149,1.814,9  14  3.495,991,17  5  12
Κορυδαλλού,4,5  1.282,439,3  3  1.165,308,8  3  5
Κρανέας,1,2  246,78,1  1  219,176,2  0  2
Λογγάς,7,12  3.296,1.077,2  0  416,142,13  6  7
Μαλακασίου,2,2  1.301,257,2  0  483,191,4  1  3
Οξυνείας,1,2  171,52,0  0  0,0,1  0  1
Ορθοβουνίου,2,2  608,201,0  0  0,0,2  0  2
Παναγίας,5,7  2.354,745,0  0  0,0,4  1  3
Περιστέρας,1,1  709,223,0  0  0,0,1  0  1
Πεύκης,2,2  433,138,1  1  226,67,3  0  3
Σαρακήνας,2,2  842,239,0  0  0,0,2  0  2
Σκεπαρίου,1,2  311,88,0  0  0,0,1  1  0
Σπαθάδων,1,2  600,205,0  0  0,0,1  0  1
Φλαμπουρεσίου,2,3  937,314,0  0  0,0,3  0  3
Φωτεινού,12,15  5.186,1.699,2  1  594,202,16  13  3
Χαλικίου,1,2  262,93,1  2  383,104,4  3  1
Χρυσομηλέας,0,0  0,0,2  3  448,161,2  1  1
Πύλης,11,17  6.261,1.700,2  2  407,135,12  4  8
Τρικκαίων,25,50  40.985,14.318,13  12  4.595,1.539,77  11  66
Φαρκαδόνος,1,1  168,56,2  2  660,178,3  1  2
Αγίας Παρασκευής,0,0  0,0,1  0  293,93,1  0  1
Αγίου Βησσαρίωνος,0,0  0,0,1  0  168,58,1  1  0
Αγρελιάς,1,1  280,87,3  2  1.012,355,4  2  2
Αθαμανίας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  0  70,,23,1  1  0
Αρδανίου,1,1  4.840,1.023,0  0  0,,0,0  0  0
Αρματολικού,1,1  258,86,0  0  0,,0,1  0  1
Βαλτινού,3,3  699,175,1  0  238,,77,3  2  1
Βροντερού,1,2  362,119,0  0  0,,0,1  0  1
Γαρδικίου,5,9  2.320,752,2  2  331,,100,9  1  8
Γενεσίου,1,1  685,228,0  0  0,,0,1  1  0
Γεωργανάδων,3,3  951,277,1  0  116,,38,2  1  1
Γλίνου,1,1  407,90,1  1  311,,104,1  0  1
Γόμφων,9,10  5.130,1.327,5  2  1.442,,417,8  3  5
Γοργογυρίου,5,6  1.906,588,4  4  938,,310,9  3  6
Γριζάνου,4,6  2.392,713,0  0  0,,0,4  0  4
?ενδροχωρίου,2,3  3.525,780,0  0  0,,0,1  0  1
?ιαλεκτού,3,4  1.615,436,4  4  1.538,,357,6  2  4
?ιασέλλου,0,0  0,0,1  1  210,,70,1  0  1
?ιποτάμου,7,8  4.061,983,0  0  0,,0,4  0  4
?ροσερού,2,2  574,143,0  0  0,,0,1  1  0
Ελάτης,6,14  10.039,2.576,4  2  1.264,,329,27  21  6
Ελευθεροχωρίου,0,0  0,0,3  4  1.671,,469,1  0  1
Ζάρκου,2,2  389,101,1  1  590,,183,1  0  1
Ζηλευτής,2,2  726,204,0  0  0,,0,2  0  2
Καλογήρων,1,1  319,110,0  0  0,,0,1  1  0
Κάτω Ελάτης,4,4  1.904,579,0  0  0,,0,4  0  4
Κεραμιδίου,0,0  0,0,1  0  156,,41,1  1  0
Κεφαλοβρύσου,6,9  3.663,1.198,1  1  406,,113,6  0  6
Κλοκοτού,1,1  28.670,3.378,0  0  0,,0,0  0  0
Κρηνίτσης,4,5  5.275,1.299,0  0  0,,0,3  0  3
Λόγγου,1,1  95,21,1  0  450,,150,1  0  1
Λυγαριάς,0,0  0,0,2  2  327,,99,1  1  0
Μεγάλου Κεφαλοβρύσου,3,3  2.512,625,2  2  7.337,,1.505,3  0  3
Μεγαλοχωρίου,10,12  6.688,1.500,5  0  6.768,,1.497,3  0  3
Μεγάλων Καλυβίων,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",11,14  6.795,1.908,1  0  210,70,12  1  11
Μεγάρχης,2,2  1.021,326,4  4  1.120,285,4  2  2
Μεσοχώρας,1,2  340,114,2  0  268,90,3  3  0
Μουριάς,2,2  488,134,1  0  120,40,2  1  1
Νεράιδας,2,3  1.309,385,1  1  187,55,3  2  1
Νεραϊδοχωρίου,1,2  475,166,0  0  0,0,1  0  1
Νομής,0,0  0,0,1  0  180,60,1  1  0
Ξυλοπαροίκου,2,3  516,171,0  0  0,0,2  0  2
Οιχαλίας (Νεοχωρίου),14,18  14.156,3.685,4  6  3.854,1.205,12  1  11
Παλαιοκαρυάς,1,1  179,50,0  0  0,0,0  0  0
Παλαιομοναστήρου,4,4  970,292,2  0  134,44,6  3  3
Παλαιοπύργου,3,3  1.832,514,3  3  1.521,410,6  0  6
Παραποτάμου,3,4  3.403,883,0  0  0,0,3  0  3
Πατουλιάς,4,4  1.481,466,0  0  0,0,4  0  4
Παχτουρίου,1,2  370,112,0  0  0,0,1  0  1
Περτουλίου,3,6  2.370,748,3  1  1.012,343,7  1  6
Πετροπόρου,2,2  942,240,0  0  0,0,3  2  1
Πετρωτού,1,1  68,20,1  0  168,49,1  1  0
Πηγής,4,4  5.397,1.440,3  0  2.865,682,3  1  2
Πιαλείας,4,4  3.337,958,3  2  2.048,474,3  1  2
Πλατάνου,2,2  910,307,0  0  0,0,1  0  1
Πρίνου,37,65  66.635,19.325,16  14  5.230,1.677,68  14  54
Προδρόμου,3,4  1.892,531,1  0  171,37,3  2  1
Πύρρας,0,0  0,0,1  1  208,61,1  1  0
Ράξας,2,2  585,162,0  0  0,0,1  0  1
Ριζώματος,2,3  1.355,420,1  0  1.533,161,3  1  2
Στουρναραιίκων,1,1  72,24,3  3  1.127,328,4  1  3
Ταξιαρχών,3,3  1.580,505,2  1  387,118,3  0  3
Φανερωμένης,1,1  252,60,2  2  614,186,2  0  2
Φήκης,3,4  2.502,723,0  0  0,0,4  0  4
Φιλύρας,0,0  0,0,2  2  650,294,2  1  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
