"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
Πηγών,1,1  974,262,0  0  0,0,2  2  0
Πηδήματος,1,1  63,21,0  0  0,0,0  0  0
Πλατέος,3,3  705,199,0  0  0,0,1  0  1
Πλάτσης,4,6  1.507,476,0  0  0,0,4  1  3
Πολιανής,1,1  211,66,0  0  0,0,1  0  1
Προαστίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,2  866,240,1  1  94,,17,4  1  3
Πύργου,3,13  1.288,374,2  1  371,,119,3  1  2
Ριγκλίων,5,7  1.727,544,0  0  0,,0,5  1  4
Σαϊδόνας,3,6  1.746,545,0  0  0,,0,7  5  2
Σπερχογείας,4,5  21.739,3.173,3  0  20.796,,3.275,1  1  0
Σταυροπηγίου,2,3  547,170,0  0  0,,0,1  1  0
Σωτηριανίκων,1,1  181,60,1  1  174,,62,2  1  1
Τραχήλας,2,3  1.368,441,1  2  200,,66,5  4  1
Τσερίων,0,0  0,0,1  2  263,,88,2  1  1
Ανδρούσης,1,1  171,57,1  3  229,,77,2  1  1
Μελιγαλά,3,4  2.890,870,7  4  1.462,,484,9  4  5
Μεσσήνης,28,41  17.631,5.464,11  12  3.356,,1.054,43  10  33
Αβραμιού,4,4  929,289,4  2  1.016,,314,8  5  3
Αμφιθέας,4,5  1.447,479,0  0  0,,0,4  2  2
Αναλήψεως,2,2  600,199,0  0  0,,0,2  1  1
Ανθούσης,1,1  425,156,1  0  119,,40,1  0  1
Αριστοδημείου,4,4  1.019,337,0  0  0,,0,4  1  3
Αριστομένους,3,3  1.162,358,6  5  1.386,,428,8  3  5
Αρσινόης,1,1  240,80,0  0  0,,0,1  0  1
Βαλύρας,8,10  3.192,1.071,4  2  758,,205,11  8  3
Βελίκας,0,0  0,0,2  3  463,,154,2  1  1
?ασοχωρίου,1,1  237,74,0  0  0,,0,1  0  1
?εσύλλα,0,0  0,0,1  1  45,,15,0  0  0
?ιαβολιτσίου,5,7  2.131,639,4  4  603,,204,9  5  4
?ραϊνας,0,0  0,0,1  2  313,,99,1  0  1
Εύας,5,6  1.287,416,2  1  691,,220,7  3  4
Ζευγολατιού,0,0  0,0,1  1  53,,18,1  1  0
Καλλιρρόης,3,4  700,237,1  1  90,,29,3  1  2
Καλογερόρραχης,0,0  0,0,1  2  645,,212,2  0  2
Καρνασίου,1,1  225,75,0  0  0,,0,1  0  1
Καρτερολίου,3,3  1.016,262,1  1  43,,16,2  0  2
Κατσαρού,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,2  348,115,0  0  0,,0,2  1  1
Κάτω Μελπείας,1,1  240,80,3  2  710,,218,4  3  1
Κεντρικού,1,1  210,70,0  0  0,,0,1  0  1
Κεφαλινού,0,0  0,0,1  1  280,,90,1  0  1
Κεφαλοβρύσου,2,2  358,117,0  0  0,,0,1  0  1
Κλήματος,2,2  780,260,1  0  36,,12,2  0  2
Κουτίφαρη,0,0  0,0,1  2  93,,30,1  1  0
Λαμπαίνης,1,1  100,32,0  0  0,,0,0  0  0
Λευκοχώρας,2,3  902,268,0  0  0,,0,3  0  3
Λουτρού,0,0  0,0,1  0  198,,66,1  1  0
Λυκοτράφου,2,3  1.021,341,1  1  328,,100,3  0  3
Μάλτας,0,0  0,0,1  0  60,,20,1  1  0
Μάνεση,1,1  914,203,0  0  0,,0,0  0  0
Μαντζαρίου,0,0  0,0,1  0  194,,57,1  1  0
Μαυρομματίου Ιθώμης,0,0  0,0,1  0  204,,68,1  1  0
Μαυρομματίου Παμίσου,3,6  1.579,486,0  0  0,,0,4  0  4
Μερόπης,4,5  1.652,535,4  2  448,,147,5  3  2
Νεοχωρίου Αριστομένους,4,5  1.417,477,2  3  1.430,,409,10  6  4
Νεοχωρίου Ιθώμης,1,1  664,220,0  0  0,,0,1  0  1
Οιχαλίας,1,1  1.599,400,3  2  473,,162,0  0  0
Παραπουγκίου,1,1  155,50,1  1  120,,40,2  2  0
Πιλαλίστρας,0,0  0,0,1  0  79,,25,1  1  0
Πιπερίτσης,1,1  261,87,0  0  0,,0,1  0  1
Πλατανόβρυσης,1,1  474,158,1  1  295,,98,2  0  2
Πολίχνης,2,3  468,155,1  1  109,,36,4  3  1
Πολυλόφου,1,2  990,330,1  0  182,,58,2  0  2
Ρευματιάς,1,1  271,72,0  0  0,,0,1  0  1
Σιάμου,0,0  0,0,2  1  218,,75,2  2  0
Σκάλας,3,3  843,241,3  1  290,,95,4  3  1
Σπιταλίου,0,0  0,0,2  1  1.310,,125,2  2  0
Τρικόρφου,1,1  112,37,2  1  315,,105,3  2  1
Τσουκαλαιίκων,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  290,97,0  0  0,,0,1  0  1
Φίλια,2,3  593,197,0  0  0,,0,1  0  1
Πύλου,19,26  9.107,2.976,6  4  559,,184,22  9  13
Αδριανής,0,0  0,0,1  0  117,,39,1  1  0
Ακριτοχωρίου,0,0  0,0,2  1  218,,76,1  1  0
Αμπελοκήπων,1,1  378,138,0  0  0,,0,1  0  1
Αχλαδοχωρίου,4,5  1.453,471,0  0  0,,0,5  1  4
Βασιλιτσίου,11,22  5.951,2.037,2  1  233,,78,13  4  9
Βλαχοπούλου,3,5  1.052,352,2  1  426,,142,4  1  3
Βουναρίων,2,3  1.018,313,1  1  516,,162,3  0  3
Γλυφάδας,1,1  260,80,0  0  0,,0,1  0  1
?άρα,1,1  202,63,3  4  713,,242,4  2  2
Ευαγγελισμού,7,13  3.295,1.054,0  0  0,,0,10  6  4
Ικλαίνης,1,2  979,300,1  1  236,,77,3  0  3
Καινούργιου Χωρίου,0,0  0,0,1  2  222,,74,1  1  0
Καλλιθέας,2,2  905,246,4  2  1.796,,547,4  2  2
Καπλανίου,0,0  0,0,1  1  100,,30,0  0  0
Καρποφόρων,1,1  142,48,1  1  445,,143,2  1  1
Κόμπων,1,1  366,118,1  2  601,,200,3  2  1
Κορυφασίου,3,4  1.314,431,1  1  182,,51,4  1  3
Κορώνης,14,20  5.979,1.912,4  4  705,,224,22  10  12
Κουκκουνάρας,1,2  350,125,3  1  304,,100,3  1  2
Κρεμμυδίων,0,0  0,0,2  1  173,,54,0  0  0
Λαχανάδας,1,1  427,142,0  0  0,,0,1  0  1
Λογγάς,3,3  1.435,452,6  8  1.840,,560,9  4  5
Μεθώνης,6,10  3.382,1.080,6  5  1.129,,357,13  4  9
Μεσοποτάμου,0,0  0,0,1  2  314,,112,1  0  1
Μεσοχωρίου,0,0  0,0,1  2  192,,60,1  1  0
Μεταμορφώσεως,2,2  751,259,0  0  0,,0,2  0  2
Μυρσινοχωρίου,1,2  327,109,0  0  0,,0,1  0  1
Νέας Κορώνης,4,5  1.989,563,2  2  357,,113,4  1  3
Νερομύλου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  36,12,0  0  0,,0,0  0  0
Πανιπερίου,2,2  363,119,2  2  426,,139,4  1  3
Παππουλίων,0,0  0,0,2  4  696,,232,2  0  2
Πελεκανάδας,1,1  138,43,2  2  381,,122,3  2  1
Πεταλιδίου,8,14  5.483,1.778,4  3  883,,306,16  3  13
Πετριτσίου,1,1  156,50,0  0  0,,0,1  1  0
Πηδάσου,1,1  298,100,0  0  0,,0,1  1  0
Πύλας,2,3  800,267,0  0  0,,0,2  0  2
Ρωμανού,2,3  1.075,384,2  3  508,,158,5  1  4
Φοινικούντος,7,11  4.111,1.316,3  1  254,,85,11  3  8
Χανδρινού,2,2  845,246,1  0  57,,19,1  0  1
Χαρακοπιού (Χαροκοπειού),7,9  2.268,720,7  13  2.312,,748,19  9  10
Χαραυγής,0,0  0,0,1  0  128,,40,0  0  0
Χατζή,2,3  1.204,431,1  0  63,,21,2  0  2
Χράνων,6,9  2.472,717,6  7  1.849,,606,13  6  7
Χωματάδας,1,2  687,221,0  0  0,,0,2  0  2
Γαργαλιάνων,17,27  11.482,3.520,13  15  5.773,,1.823,27  7  20
Κυπαρισσίας,44,79  36.712,10.221,29  29  10.890,,3.348,82  15  67
Φιλιατρών,16,29  13.706,4.056,4  4  1.409,,430,23  4  19
Χώρας,9,14  5.250,1.651,13  11  4.004,,1.310,21  6  15
Αγαλιανής,2,2  858,274,1  2  170,,54,3  0  3
Αετού,2,3  1.334,1.948,3  2  1.436,,391,4  1  3
Αμπελοφύτου,1,2  652,228,3  3  1.010,,315,5  1  4
¶νω ?ωρίου,1,1  18,6,1  1  90,,30,1  1  0
Αρμενιών,4,4  1.338,441,0  0  0,,0,4  1  3
Αυλώνος,0,0  0,0,2  3  616,,201,2  1  1
Βανάδας,0,0  0,0,1  2  268,,84,1  0  1
Βασιλικού,1,1  468,142,3  0  242,,61,1  0  1
Βρυσών,0,0  0,0,1  0  43,,15,0  0  0
Γλυκορριζίου,0,0  0,0,1  1  290,,103,1  0  1
?ωρίου,3,3  972,331,8  6  1.165,,367,10  4  6
Εξοχικού,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,3  705,215,0  0  0,,0,1  0  1
Καλού Νερού,4,7  1.798,574,4  2  937,,290,8  4  4
Καρυών,0,0  0,0,2  3  444,,146,2  1  1
Κόκλα,0,0  0,0,1  1  176,,55,0  0  0
Κοπανακίου,2,2  788,232,5  3  1.641,,496,7  2  5
Κούβελα,0,0  0,0,2  1  297,,100,2  1  1
Κρυονερίου,1,1  264,80,0  0  0,,0,1  0  1
Λεύκης,2,2  704,240,0  0  0,,0,2  0  2
Μάλθης,0,0  0,0,1  0  57,,19,0  0  0
Μαραθοπόλεως,6,15  6.570,1.949,1  0  139,,36,23  16  7
Μουζακίου,0,0  0,0,1  1  376,,94,0  0  0
Ξηροκάμπου,2,2  1.581,339,0  0  0,,0,1  1  0
Περδικονερίου,1,1  270,92,0  0  0,,0,1  0  1
Πλατανίων,1,1  165,55,2  3  815,,257,2  0  2
Πύργου,1,1  240,70,2  2  377,,131,2  0  2
Ραχών,1,1  412,129,0  0  0,,0,1  0  1
Σελλά,1,2  502,166,2  2  282,,95,2  1  1
Σιδηροκάστρου,1,1  700,238,3  3  239,,76,3  3  0
Σκληρού,1,2  745,257,0  0  0,,0,2  0  2
Σπηλιάς,2,2  201,66,4  2  927,,316,4  2  2
Συρρίζου,0,0  0,0,1  1  240,,80,1  0  1
Τριπύλας,1,1  120,40,0  0  0,,0,0  0  0
Φαρακλάδας,2,3  670,222,2  2  224,,73,4  3  1
Φλεσιάδος,0,0  0,0,1  1  183,,60,1  1  0
Χαλκιά,1,2  630,194,0  0  0,,0,2  0  2
Χρυσοχωρίου,0,0  0,0,3  5  384,,126,2  1  1
Ψαρίου,3,4  1.125,387,3  4  428,,147,6  2  4
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,1.006,1.500  704.745,188.907,591  454  175.052,,54.348,1.674  644  1.030
ΝΟΜΟΣ ΛΕΣΒΟΥ,522,747  359.092,99.392,259  165  69.009,,20.943,856  318  538
Μυριναίων,34,58  27.674,8.601,12  15  2.982,,1.443,70  36  34
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Αγίου ?ημητρίου,2,3  915,300,0  0  0,,0,1  0  1
Αγίου Ευστρατίου,3,4  2.860,841,3  4  710,,239,10  5  5
Αγκαρυώνων,0,0  0,0,1  1  192,,123,1  0  1
Ατσικής,6,8  3.930,1.173,2  2  464,,153,8  2  6
Βάρους,2,2  1.225,414,3  0  439,,131,4  3  1
?άφνης,1,1  400,100,1  0  310,,102,1  0  1
Θάνους,5,6  2.511,698,1  0  33,,12,10  8  2
Καλλιθέας,1,2  656,216,1  0  83,,26,2  0  2
Καλλιόπης,2,2  341,114,1  0  272,,91,3  2  1
Κάσπακα,13,20  9.118,2.709,3  2  752,,241,17  5  12
Καταλάκκου,2,2  440,144,0  0  0,,0,1  0  1
Κοντιά,12,16  6.389,2.065,7  5  838,,286,30  20  10
Κοντοπουλίου,3,3  524,175,0  0  0,,0,3  2  1
Κορνού,1,1  537,138,1  0  487,,132,0  0  0
Λύχνων,1,2  765,244,0  0  0,,0,3  0  3
Μούδρου,7,11  5.552,1.697,2  4  1.445,,470,18  8  10
Νέας Κούταλης,5,7  2.627,848,0  0  0,,0,11  6  5
Παναγίας,2,2  578,171,1  1  700,,200,2  0  2
Πεδινού,1,2  480,160,3  1  464,,155,5  4  1
Πλάκας,2,2  419,125,0  0  0,,0,2  1  1
Πλατέος,7,12  3.241,994,1  1  664,,201,11  1  10
Πορτιανού,5,6  1.238,472,2  1  445,,151,8  5  3
Ρεπανιδίου,1,1  409,136,1  1  245,,81,2  0  2
Ρωμανού,2,3  2.260,702,0  0  0,,0,3  3  0
Σαρδών,1,1  254,102,0  0  0,,0,0  0  0
Σκανδαλίου,1,2  375,125,0  0  0,,0,1  0  1
Τσιμανδρίων,5,5  2.117,720,2  2  445,,130,5  1  4
Ερεσού,3,4  1.206,329,1  0  108,,36,3  2  1
Μηθύμνης,2,3  2.120,670,3  3  335,,111,5  2  3
Αγίας Παρασκευής,14,18  8.260,2.317,9  5  1.133,,340,17  7  10
¶γρας,8,9  4.067,1.150,4  3  1.078,,377,11  7  4
Αντίσσης,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",11,13  5.501,1.605,4  3  556,165,9  2  7
Αργέννου,1,1  305,101,0  0  0,0,0  0  0
Αρίσβης,0,0  0,0,1  1  46,16,1  1  0
Βατούσσης,1,1  1.016,304,1  0  91,30,1  1  0
?αφίων,3,5  1.300,442,1  1  99,33,4  1  3
Καλλονής,22,35  17.497,5.618,10  7  7.087,1.367,36  10  26
Λαφιώνος,1,1  150,40,0  0  0,0,0  0  0
Λεπετύμνου,3,3  894,304,1  1  360,100,4  0  4
Μεσοτόπου,3,3  832,277,0  0  0,0,0  0  0
Νάπης,0,0  0,0,2  0  136,42,2  2  0
Παρακοίλων,5,6  1.884,553,2  1  1.178,354,6  1  5
Πελόπης,2,2  646,178,1  0  47,16,1  1  0
Πέτρας,9,13  33.134,1.145,5  4  800,249,12  4  8
Σιγρίου,2,4  1.259,367,1  1  212,71,7  3  4
Σκαλοχωρίου,5,6  2.500,598,0  0  0,0,4  2  2
Σκουτάρου,17,22  8.812,2.741,5  4  1.137,362,24  7  17
Στύψης,4,6  1.455,430,2  2  244,65,3  0  3
Συκαμινέας,1,1  633,211,1  1  59,19,3  1  2
Υψηλομετώπου,2,3  427,154,0  0  0,0,1  0  1
Φίλιας,2,2  1.658,545,1  0  468,117,0  0  0
Χιδήρων,1,1  507,203,0  0  0,0,0  0  0
Αγιάσου,3,3  877,255,0  0  0,0,2  1  1
Λουτροπόλεως Θερμής,9,14  4.917,1.510,1  0  128,41,5  1  4
Μυτιλήνης,111,196  101.843,31.454,67  42  14.951,4.722,272  78  194
Πολιχνίτου,10,11  2.367,686,13  4  2.430,792,19  7  12
Αγίας Μαρίνης,3,5  4.504,1.210,0  0  0,0,5  4  1
Αλυφαντών,4,5  13.375,2.872,2  2  3.063,637,1  0  1
Ασωμάτου,1,1  160,50,0  0  0,0,0  0  0
Αφάλωνος,3,3  472,161,0  0  0,0,1  0  1
Βασιλικών,1,1  247,82,0  0  0,0,1  0  1
Βρίσας,5,7  1.423,435,2  2  279,92,5  4  1
Ιππείου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",7,7  1.397,410,4  3  665,181,6  3  3
Κάπης,2,2  470,165,3  2  776,259,5  3  2
Κάτω Τρίτους,5,5  973,303,1  2  270,90,5  2  3
Κεραμείων,1,1  122,48,2  1  308,86,2  2  0
Κλειούς,4,5  2.575,861,1  0  110,34,4  1  3
Κώμης,2,3  387,128,0  0  0,0,1  0  1
Λάμπου Μύλων,1,1  100,30,0  0  0,0,0  0  0
Λισβορίου,2,2  970,216,1  1  30,10,1  1  0
Λουτρών,1,2  490,172,4  5  2.703,591,3  1  2
Μανταμάδου,4,4  1.172,347,2  0  465,155,4  1  3
Μεσαγρού,6,9  2.535,771,2  0  619,182,10  6  4
Μιστεγνών,5,6  1.471,423,4  3  576,194,8  3  5
Μόριας,13,17  6.646,1.953,4  2  2.246,591,12  5  7
Μυχού,1,1  388,136,0  0  0,0,1  0  1
Νέων Κυδωνιών,4,7  1.734,550,4  3  6.525,2.094,5  1  4
Παλαιοκήπου,6,9  2.869,850,3  0  165,53,9  2  7
Παμφίλων,10,12  3.329,1.018,4  2  831,277,11  3  8
Παναγιούδας,2,3  1.413,459,1  0  320,92,1  0  1
Παππάδου,13,15  10.374,2.730,13  4  1.531,600,20  8  12
Περάματος,7,8  3.578,907,7  2  801,251,13  5  8
Πλακάδου,1,1  304,96,3  3  806,264,4  1  3
Σκοπέλου,5,5  1.312,420,3  0  404,131,5  3  2
Ταξιαρχών,4,8  3.961,1.183,1  0  21,7,7  0  7
Πλωμαρίου,11,15  5.271,1.645,1  1  530,176,17  3  14
Μεγαλοχωρίου,2,2  270,89,1  2  90,30,2  2  0
Παλαιοχωρίου,1,1  218,81,1  1  72,24,0  0  0
Πλαγιάς,3,4  680,220,0  0  0,0,2  0  2
Τρύγονα,0,0  0,0,1  1  150,50,1  1  0
ΝΟΜΟΣ ΣΑΜΟΥ,224,349  101.202,30.825,143  112  30.106,9.690,346  155  191
Αγίου Κηρύκου,15,26  8.512,2.296,13  12  3.143,1.010,28  12  16
Αγίου Πολυκάρπου,8,12  3.173,968,2  1  712,164,7  4  3
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αρεθούσης,0,0  0,0,1  1  302,101,1  0  1
?άφνης,3,5  3.746,847,1  2  270,92,5  1  4
Ευδήλου,3,7  1.382,466,2  0  231,77,6  1  5
Καραβοστάμου,3,5  917,303,4  5  976,225,9  4  5
Καρκιναγρίου,0,0  0,0,3  5  524,175,3  1  2
Μαγγανίτου,0,0  0,0,1  0  317,99,1  0  1
Περδικίου,2,3  767,255,0  0  0,0,3  2  1
Ραχών,8,14  6.189,2.073,4  0  873,298,17  13  4
Φούρνων,4,8  1.524,522,3  4  521,173,12  10  2
Φραντάτου,5,9  2.767,895,3  2  528,176,15  11  4
Χρυσοστόμου,3,4  807,225,2  2  450,151,5  2  3
Καρλοβασίων,25,38  10.114,3.092,21  10  5.327,1.809,35  18  17
Πυθαγορείου,0,0  0,0,3  4  567,185,3  1  2
Σαμίων,11,21  8.757,2.652,21  22  5.654,1.832,33  12  21
Αγίου Κωνσταντίνου,1,2  552,184,1  1  105,28,2  1  1
Αγίων Θεοδώρων,1,1  179,56,0  0  0,0,1  0  1
Αμπέλου,2,2  433,145,1  1  180,60,1  0  1
Βαθέος,15,22  7.357,2.096,6  6  1.502,492,17  2  15
Βουρλιωτών,2,4  1.133,354,1  1  36,12,3  0  3
?ρακαίων,1,2  205,68,0  0  0,0,1  0  1
Καστανέας,2,2  484,127,0  0  0,0,1  0  1
Κοκκαρίου,13,25  6.794,2.170,3  4  790,264,21  8  13
Κονταιίκων,1,1  168,60,0  0  0,0,0  0  0
Κοντακαιίκων,10,11  2.451,745,7  2  845,278,8  6  2
Κουμαιίκων,1,1  96,32,4  3  443,155,3  2  1
Κουμαραδαίων,1,1  180,60,1  0  107,34,1  1  0
Λέκας,3,3  910,284,0  0  0,0,2  0  2
Μανολατών,3,3  259,83,1  0  84,28,1  1  0
Μαραθοκάμπου,23,32  8.778,2.729,10  6  1.157,382,33  16  17
Μαυρατζαίων,1,2  270,88,1  0  15,5,1  0  1
Μεσογείου,1,1  98,28,0  0  0,0,0  0  0
Μύλων,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,2  546,180,0  0  0,,0,1  0  1
Μυτιληνιών,14,26  6.719,2.179,3  2  733,,206,15  4  11
Παγώνδου,7,12  3.837,1.188,3  2  498,,153,12  8  4
Παλαιοκάστρου,7,11  2.984,934,3  4  918,,287,15  6  9
Πλατάνου,6,8  1.377,457,3  2  401,,126,4  2  2
Πύργου,2,3  468,161,4  2  606,,207,4  2  2
Σκουραιίκων,3,3  940,302,4  4  751,,249,5  2  3
Σπαθαραίων,1,1  155,52,0  0  0,,0,1  1  0
Σταυρινήδων,1,1  366,122,0  0  0,,0,0  0  0
Υδρούσσης,6,8  2.627,761,2  1  427,,119,7  0  7
Χώρας,4,7  2.181,586,1  1  113,,38,3  1  2
ΝΟΜΟΣ ΧΙΟΥ,260,404  244.451,58.690,189  177  75.937,,23.715,472  171  301
Ανέμωνα,24,38  14.972,4.881,12  17  5.424,,1.598,50  25  25
Ιωνίας,10,17  7.903,2.306,14  15  5.146,,1.565,29  16  13
Καμποχώρων,19,27  12.324,3.739,14  8  7.335,,2.564,25  7  18
Καρδαμύλων,8,11  9.524,2.238,12  14  11.077,,2.496,20  7  13
Μαστιχοχωρίων,9,13  3.310,1.038,6  6  1.120,,365,8  3  5
Οινουσσών,3,3  968,239,2  1  640,,175,2  1  1
Ομηρούπολης,26,46  23.367,7.533,20  23  6.668,,2.299,55  10  45
Χίου,96,154  131.757,24.582,60  53  17.769,,5.824,165  51  114
Ψαρών,6,7  2.386,718,1  0  101,,32,5  1  4
Αγίου Γεωργίου Συκούση,1,1  169,53,3  2  224,,75,0  0  0
Αμάδων,1,1  147,47,0  0  0,,0,1  1  0
Βολισσού,9,18  6.789,2.166,9  10  2.979,,1.979,28  15  13
Ελάτας,1,1  132,44,2  1  201,,61,2  2  0
Θυμιανών,16,26  12.248,3.886,8  5  2.223,,644,28  11  17
Κεράμου,2,3  1.063,362,0  0  0,,0,2  0  2
Λαγκάδας,0,0  0,0,4  3  8.757,,2.135,2  1  1
Λεπτοπόδων,1,1  866,289,0  0  0,,0,4  4  0
Λιθίου,4,7  1.456,467,1  0  118,,38,4  2  2
Μεστών,4,5  3.798,822,3  3  820,,262,7  2  5
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Νέας Ποταμιάς,1,1  170,55,2  2  942,209,2  1  1
Νεοχωρίου,5,7  3.351,1.059,4  3  685,215,7  3  4
Ολύμπων,3,4  604,187,0  0  0,0,1  0  1
Πιραμάς,0,0  0,0,1  0  72,24,1  1  0
Πιτυούντος,1,1  756,24,0  0  0,0,0  0  0
Πυργίου,8,10  5.045,1.671,8  8  3.252,1.017,20  5  15
Σιδηρούντος,0,0  0,0,2  2  279,95,2  1  1
Συκιάδας,2,2  1.346,284,1  1  105,43,2  1  1
ΝΟΤΙΟ ΑΙΓΑΙΟ,2.122,3.305  1.511.272,687.587,778  646  246.514,76.275,3.998  1.860  2.138
ΝΟΜΟΣ ?Ω?ΕΚΑΝΗΣΟΥ,924,1.490  735.193,443.801,310  268  129.710,39.146,1.533  543  990
Αστυπαλαίας,19,32  6.959,2.010,15  17  3.633,1.043,45  30  15
Καλυμνίων,70,115  31.598,9.339,52  42  9.219,2.894,121  66  55
Λειψών,8,11  3.684,1.122,5  8  1.895,562,15  5  10
Λέρου,59,78  25.644,7.639,22  16  5.727,1.747,83  31  52
Πάτμου,42,63  18.493,5.476,24  14  4.443,1.438,66  28  38
Αγαθονησίου,2,2  302,90,1  2  189,57,2  1  1
Καρπάθου,21,36  34.575,6.930,2  1  439,146,39  13  26
Κάσου,6,8  2.275,648,3  4  588,183,13  10  3
Απερίου,2,4  1.114,359,2  0  1.386,464,3  2  1
Αρκάσας,7,12  7.003,2.118,2  0  450,128,8  1  7
Μενετών,7,13  4.483,1.419,3  1  599,191,23  21  2
Μεσοχωρίου,9,12  2.288,675,2  1  119,42,8  4  4
Όθους,4,7  2.490,780,0  0  0,0,5  0  5
Ολύμπου,6,10  3.636,1.078,3  3  749,237,19  13  6
Σπόων,3,5  592,192,1  0  204,63,3  2  1
Κω,101,161  102.214,270.317,45  42  53.951,15.857,181  43  138
Μανδρακίου,2,3  1.565,422,0  0  0,0,2  0  2
Αντιμαχείας,11,13  6.770,1.900,8  6  2.578,816,15  2  13
Ασφενδιού,25,38  31.078,7.957,7  8  1.633,542,29  6  23
Εμπορειού,1,2  2.580,726,1  0  156,43,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
