Σταροχωρίου,1,1  149,44,0  0  0,0,1  1  0
Σταυροδρομίου,1,1  697,150,0  0  0,0,0  0  0
Τσουκαλαιίκων,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  4.965,1.307,0  0  0,,0,0  0  0
Φαρών,17,25  10.750,2.829,8  5  2.150,,633,19  5  14
Φλόκα,1,1  1.125,300,0  0  0,,0,0  0  0
Χαϊκαλίου,1,2  288,72,0  0  0,,0,0  0  0
Χαλανδρίτσης,2,3  1.530,432,2  2  542,,181,4  0  4
Χιόνας,0,0  0,0,1  0  238,,79,1  0  1
Ψαθοπύργου,3,7  2.361,714,1  3  1.042,,268,9  4  5
ΝΟΜΟΣ ΗΛΕΙΑΣ,637,941  381.634,113.257,322  210  95.785,,29.397,927  244  683
Αμαλιάδος,27,42  13.131,4.544,10  10  2.381,,724,43  12  31
Ανδραβίδας,16,21  5.231,1.413,5  2  2.576,,684,17  6  11
Αρχαίας Ολυμπίας,8,11  4.202,1.283,8  5  1.379,,473,12  3  9
Βαρθολομιού,13,20  11.659,3.156,9  6  1.521,,452,14  2  12
Γαστούνης,19,26  8.273,2.511,12  13  6.228,,1.390,30  8  22
Λεχαινών,15,19  13.439,3.506,3  4  2.072,,553,16  3  13
Πύργου,81,145  85.627,25.051,38  35  19.143,,5.596,175  47  128
Αγίας Κυριακής,1,2  672,217,0  0  0,,0,1  0  1
Αγίας Μαύρας,0,0  0,0,1  1  420,,120,1  0  1
Αγίας Τριάδος,3,4  3.613,972,0  0  0,,0,1  0  1
Αγίου Γεωργίου,2,3  919,306,2  2  931,,274,4  3  1
Αγίου Ηλία Πηνηίων,1,5  4.972,1.464,1  0  158,,53,14  1  13
Αγίου Ηλία Πύργου (Αγίου Ηλία,2,4  1.098,294,0  0  0,,0,3  1  2
Λετρίνων),,,,,,,
Αγίου Ιωάννου,3,5  3.416,1.024,2  3  666,,199,5  1  4
Αγίων Αποστόλων,0,0  0,0,1  0  90,,30,1  1  0
Αγνάντων,2,3  564,175,0  0  0,,0,2  0  2
Αετορράχης,4,4  1.248,385,0  0  0,,0,3  1  2
Αλποχωρίου,2,4  684,210,1  0  246,,77,3  0  3
Αμπελοκάμπου,2,2  1.196,306,0  0  0,,0,1  1  0
Αμπελώνος,4,6  3.297,1.226,0  0  0,,0,6  0  6
Ανθώνος,1,1  169,42,0  0  0,,0,0  0  0
Αντρωνίου,2,3  1.301,356,0  0  0,,0,2  0  2
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Αρβανίτη,1,1  377,130,0  0  0,,0,1  0  1
¶σπρων Σπιτιών,1,2  590,211,0  0  0,,0,1  0  1
Αυγείου,2,3  1.362,360,1  0  146,,40,2  0  2
Αυγής,3,5  1.075,358,0  0  0,,0,4  0  4
Αχλαδινής,1,2  500,168,0  0  0,,0,2  0  2
Βαρβασαίνης,3,4  1.609,559,0  0  0,,0,2  0  2
Βάρδας,35,51  18.112,5.689,10  8  3.069,,933,45  9  36
Βασιλακίου,3,3  449,129,0  0  0,,0,1  1  0
Βελανιδίου,2,3  783,242,0  0  0,,0,2  0  2
Βουλιαγμένης,1,1  400,122,0  0  0,,0,1  1  0
Βουνάργου,12,16  4.417,1.452,9  5  2.099,,648,18  6  12
Βροχίτσης,1,1  48,16,2  0  160,,52,1  1  0
Βυτιναιίκων,2,4  971,293,0  0  0,,0,3  0  3
Γερακίου,8,12  3.396,977,1  1  201,,57,6  2  4
Γουμέρου,3,3  1.590,493,0  0  0,,0,1  0  1
Γρανιτσαιίκων,2,2  448,135,0  0  0,,0,1  0  1
?άφνης,2,2  574,164,2  0  210,,63,5  4  1
?αφνιωτίσσης,0,0  0,0,1  1  587,,172,1  0  1
?ήμητρας,3,3  475,154,0  0  0,,0,2  1  1
?ουναιίκων,3,3  1.459,453,1  0  160,,54,4  0  4
Ελαιώνος,0,0  0,0,1  1  177,,59,1  0  1
Εφύρας,1,1  246,70,0  0  0,,0,1  0  1
Ηρακλείας,1,2  754,233,1  1  137,,46,3  1  2
Καβάσιλα,2,2  540,162,1  0  16,,7,1  0  1
Κακοταρίου,1,1  380,119,0  0  0,,0,1  0  1
Καλυβίων Ήλιδος,3,4  725,212,0  0  0,,0,3  0  3
Καμένης,5,6  2.051,659,0  0  0,,0,5  1  4
Καπελέτου,2,3  946,247,1  0  896,,224,1  0  1
Καράτουλα,6,10  2.735,843,3  2  430,,135,7  1  6
Καρδαμά,5,6  1.783,531,2  1  480,,142,5  0  5
Καρδιακαυτίου,1,1  427,140,1  2  766,,206,2  1  1
Καρυάς,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,2  509,180,0  0  0,,0,1  0  1
Κάστρου,8,12  4.630,1.295,6  4  1.981,,575,17  5  12
Κατακόλου,1,2  1.265,335,1  0  24,,8,4  4  0
Κατσαρού,1,2  292,70,1  0  177,,55,1  1  0
Κάτω Παναγίας,0,0  0,0,2  1  677,,189,2  0  2
Κεραμιδιάς,1,1  301,92,0  0  0,,0,1  0  1
Κολιρίου,4,6  1.356,420,0  0  0,,0,3  1  2
Κορακοχωρίου,3,4  1.338,363,1  0  136,,45,5  3  2
Κοροίβου,1,1  78,20,1  0  3.347,,965,1  1  0
Κορυφής,1,2  1.025,263,0  0  0,,0,1  0  1
Κούμανη,1,1  800,200,0  0  0,,0,0  0  0
Κουρτεσίου,2,3  981,338,0  0  0,,0,2  0  2
Κουτσοχέρας,1,1  585,150,0  0  0,,0,0  0  0
Κρυονερίου,1,2  340,112,0  0  0,,0,1  0  1
Κρυονέρου,1,2  396,122,0  0  0,,0,1  0  1
Κυλλήνης,2,2  999,229,0  0  0,,0,1  0  1
Λάλα,2,3  801,257,2  1  660,,220,4  0  4
Λαμπείας,7,7  3.970,1.097,0  0  0,,0,2  2  0
Λανθίου,0,0  0,0,3  4  614,,187,2  0  2
Λασταιίκων,3,5  2.373,711,0  0  0,,0,3  0  3
Λατζοϊου,2,2  386,113,0  0  0,,0,1  0  1
Λεβεντοχωρίου,1,1  189,50,1  2  237,,79,1  0  1
Λευκοχωρίου,2,3  934,270,1  0  450,,150,3  2  1
Λυγιάς,6,12  3.870,1.234,0  0  0,,0,10  5  5
Μαγούλας,3,4  1.500,433,1  1  128,,40,4  1  3
Μαζαρακίου,2,2  472,150,0  0  0,,0,2  1  1
Μανολάδος,2,2  575,173,2  1  461,,134,4  2  2
Μάχου,1,2  128,37,3  3  531,,187,5  4  1
Μελίσσης,1,1  182,52,1  0  47,,13,1  0  1
Μιράκας,6,9  2.579,816,2  1  347,,105,6  1  5
Μουζακίου,0,0  0,0,4  4  756,,245,4  3  1
Μουριάς,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  281,96,1  0  143,45,1  0  1
Μυρσίνης,6,8  2.140,595,1  0  586,213,5  0  5
Μυρτέας,3,4  917,319,1  1  250,82,3  1  2
Νεαπόλεως,1,2  519,173,1  0  101,26,2  1  1
Νέας Μανολάδος,0,0  0,0,1  0  541,142,1  0  1
Νεμούτας,3,4  894,264,0  0  0,0,3  1  2
Νεοχωρίου Μυρτουντίων,2,3  948,256,1  0  155,40,2  0  2
Νεράιδας,1,1  624,180,0  0  0,0,4  4  0
Νησίου,1,2  544,178,3  3  720,217,5  1  4
Ξενιών (Καλυβακίων),2,2  803,279,0  0  0,0,2  0  2
Ξυλοκέρας,1,1  244,73,0  0  0,0,1  0  1
Οινόης,2,3  468,146,1  2  154,45,2  0  2
Παλαιοχωρίου,2,3  604,165,1  1  178,56,2  1  1
Πελοπίου,1,1  499,100,2  1  476,150,2  1  1
Περιστερίου,2,3  802,229,3  3  754,203,5  2  3
Περσαίνης,1,1  214,61,0  0  0,0,0  0  0
Πλατάνου,4,5  1.309,387,0  0  0,0,4  1  3
Πουρναρίου,1,1  764,212,1  0  78,25,2  1  1
Πρασίνου,4,4  956,291,2  1  362,100,5  2  3
Ροβιάτας,0,0  0,0,1  0  2.415,805,0  0  0
Ροδιάς,0,0  0,0,2  1  396,113,2  1  1
Ρουπακίου,2,4  1.644,467,0  0  0,0,4  0  4
Σαβαλίων,5,6  1.549,471,4  2  774,251,8  5  3
Σαλμώνης,4,5  1.427,421,0  0  0,0,4  0  4
Σιμοπούλου,3,4  1.107,300,1  0  100,25,3  1  2
Σκαφιδιάς,7,13  3.236,1.046,0  0  0,0,8  0  8
Σκλίβας,2,3  1.222,378,0  0  0,0,3  0  3
Σκουροχωρίου,2,3  668,190,1  2  520,132,2  0  2
Σμίλας,3,4  2.080,525,0  0  0,0,1  0  1
Σοπίου,0,0  0,0,1  2  194,64,1  1  0
Σταφιδοκάμπου,1,2  185,264,1  1  688,196,2  0  2
Στρεφίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,3  896,276,0  0  0,,0,3  0  3
Στρουσίου,1,1  1.650,300,1  0  108,,34,1  1  0
Σωστίου,1,1  360,108,1  0  105,,31,2  1  1
Τραγανού,11,17  4.997,1.664,5  4  1.450,,466,12  3  9
Φλόκα,1,3  1.086,319,0  0  0,,0,2  2  0
Φολόης,9,10  3.434,1.014,0  0  0,,0,3  2  1
Φοναϊτίκων,1,1  60,20,0  0  0,,0,0  0  0
Χαβαρίου,5,8  7.790,2.051,1  1  146,,52,4  0  4
Χαριάς,0,0  0,0,2  0  221,,66,2  2  0
Χελιδονίου,2,3  666,211,0  0  0,,0,2  0  2
Ωλένης,9,11  2.705,761,5  5  798,,242,10  6  4
Ανδριτσαίνης,7,10  3.491,1.081,6  2  3.084,,949,14  1  13
Ζαχάρως,25,39  21.552,5.948,16  12  4.652,,1.451,41  10  31
Κρεστένων,10,14  5.498,1.559,6  3  1.159,,358,9  1  8
Αγίου Ηλία,4,6  1.524,475,2  3  342,,106,7  3  4
Αλφειούσης,1,2  659,216,4  4  1.041,,309,3  0  3
Αμυγδαλεών,0,0  0,0,1  0  70,,20,1  1  0
Ανεμοχωρίου,1,2  360,120,0  0  0,,0,1  0  1
Ανηλίου,1,1  150,50,1  0  89,,23,0  0  0
Βρεστού,0,0  0,0,2  2  449,,143,2  1  1
Βρίνας,6,9  3.308,1.031,1  2  258,,90,5  0  5
Γιαννιτσοχωρίου,7,9  3.410,1.111,6  3  920,,319,13  4  9
Γρύλλου,3,4  1.261,378,1  1  250,,84,6  0  6
?αφνούλας,2,4  1.087,322,0  0  0,,0,3  0  3
?ιασέλλων,0,0  0,0,3  2  712,,228,3  2  1
Επιταλίου,9,14  14.724,4.265,3  2  618,,176,12  5  7
Κακοβάτου,7,12  2.344,771,4  3  878,,1.732,11  1  10
Καλιδόνης,3,5  1.154,322,1  1  149,,42,3  0  3
Καλλιθέας,4,7  2.564,786,8  1  1.129,,375,8  3  5
Καλλικώμου,3,3  588,179,6  0  735,,221,5  2  3
Καλυβακίων,0,0  0,0,1  0  113,,38,0  0  0
Κάτω Σαμικού,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",2,2  230,77,2  0  380,114,3  0  3
Κουμουθέκρα,1,1  182,61,1  1  189,62,2  0  2
Κρυονερίου,1,2  390,124,1  2  534,149,3  1  2
Λεπρέου,2,3  1.150,324,3  0  469,188,6  1  5
Λιβαδακίου,1,1  488,160,0  0  0,0,1  0  1
Λινισταίνης,1,1  228,72,0  0  0,0,1  0  1
Μακίστου,0,0  0,0,1  0  122,41,0  0  0
Μακρισίων,4,7  2.108,679,4  2  770,228,6  1  5
Μίνθης,1,2  448,149,0  0  0,0,1  0  1
Νέας Φιγαλείας,9,14  4.321,1.414,8  2  3.068,421,16  3  13
Νεοχωρίου,3,4  679,205,4  1  607,182,3  0  3
Ξηροχωρίου,3,5  1.902,588,3  2  684,229,5  0  5
Πετραλώνων,1,2  846,246,0  0  0,0,1  0  1
Πλατιάνας,2,2  236,74,1  0  172,62,0  0  0
Πλουτοχωρίου,1,2  655,184,0  0  0,0,2  0  2
Πρασιδακίου,0,0  0,0,3  1  321,107,1  0  1
Ραχών,1,2  300,100,0  0  0,0,2  2  0
Σαμικού,0,0  0,0,1  1  61,20,1  1  0
Σέκουλα,1,1  183,50,0  0  0,0,0  0  0
Σκιλλουντίας,0,0  0,0,3  0  488,154,2  1  1
Σμέρνας,1,1  435,110,0  0  0,0,1  0  1
Σχίνων,7,10  4.368,1.388,1  0  79,24,7  2  5
Ταξιαρχών,0,0  0,0,2  0  316,94,1  0  1
Τρυπητής,0,0  0,0,3  2  386,131,3  1  2
Φαναρίου,1,2  450,150,0  0  0,0,1  0  1
Φιγαλείας,0,0  0,0,1  0  86,25,0  0  0
Φρίξης,2,2  1.282,354,0  0  0,0,0  0  0
Χρυσοχωρίου,0,0  0,0,1  0  74,21,1  1  0
ΣΤΕΡΕΑ ΕΛΛΑ?Α,2.345,3.906  3.076.474,711.741,1.217  930  1.471.852,240.438,4.303  1.247  3.056
ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,354,584  1.370.331,222.382,258  186  916.280,100.548,618  157  461
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Θηβαίων,41,64  100.569,20.146,32  27  21.363,4.942,70  13  57
Λεύκτρων,1,2  570,183,0  0  0,0,1  0  1
Πλαταιών,7,9  5.613,1.476,5  2  1.167,346,9  2  7
Αγίου Θωμά,3,3  882,193,4  2  1.876,475,2  1  1
Ακραιφνίου,7,11  4.736,1.424,7  3  4.253,1.285,10  2  8
¶ρματος,1,1  969,296,7  3  78.947,10.456,2  1  1
¶σκρης,4,7  2.312,778,0  0  0,0,6  2  4
Ασωπίας,6,9  294.226,40.669,2  1  447,148,4  1  3
Βαγίων,6,9  2.462,806,6  3  18.400,2.172,10  3  7
?άφνης,1,1  3.400,504,0  0  0,0,0  0  0
?ομβραίνης,5,7  3.937,914,2  1  321,142,5  2  3
Ελεώνος,3,3  5.159,1.276,2  1  750,233,1  0  1
Ελλοπίας,0,0  0,0,1  0  95,31,1  1  0
Θεσπιών,4,6  5.614,1.225,5  3  6.256,1.166,5  1  4
Θίσβης,2,3  427.321,44.102,3  2  658,215,6  5  1
Καλλιθέας,1,1  1.350,200,3  3  733,204,2  1  1
Κάστρου,6,6  11.233,1.932,4  3  1.333,397,6  1  5
Λεονταρίου,1,2  300,100,0  0  0,0,1  0  1
Λουτουφίου,1,2  1.075,313,0  0  0,0,2  1  1
Μαυρομματίου,0,0  0,0,2  2  4.862,1.319,1  1  0
Μελισσοχωρίου,4,6  1.225,329,1  1  508,128,4  0  4
Μουρικίου,1,1  315,104,0  0  0,0,1  0  1
Νεοχωρίου Θεσπιών,1,1  183,51,0  0  0,0,1  1  0
Ξηρονομής,1,1  269,84,2  0  266,87,2  0  2
Οινοφύτων,20,27  201.146,28.186,21  17  151.531,20.137,27  9  18
Προδρόμου,2,3  4.393,856,1  0  95,30,1  0  1
Πύλης,6,7  3.591,1.033,2  1  942,234,8  1  7
Σκούρτων,4,7  1.742,587,3  3  983,306,7  1  6
Στεφάνης,3,5  1.366,461,3  0  3.800,1.169,3  0  3
Σχηματαρίου,20,34  62.899,10.803,7  4  20.051,3.889,17  1  16
Τανάγρας,5,6  3.157,884,1  0  4.542,998,2  0  2
Υπάτου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  300,80,2  2  339.867,12.306,1  0  1
Αλιάρτου,12,23  19.126,5.583,8  6  52.320,8.351,20  2  18
Αραχόβης,34,58  33.208,10.860,13  12  4.635,1.574,103  54  49
?ιστόμου,13,19  11.529,2.898,16  11  17.547,3.140,21  5  16
Λεβαδέων,52,110  101.439,26.889,42  39  59.338,10.053,134  22  112
Ορχομενού,8,13  5.915,1.684,15  8  108.408,11.549,13  1  12
Αγίας ¶ννας,3,4  568,180,0  0  0,0,2  0  2
Αγίας Τριάδος,1,1  56,16,2  2  392,132,2  2  0
Αγίου Βλασίου,1,1  441,165,0  0  0,0,1  0  1
Αγίου Γεωργίου,2,2  909,202,5  4  2.022,479,6  2  4
Αγίου ?ημητρίου,1,1  1.200,240,0  0  0,0,0  0  0
Αγίου Σπυρίδωνος,1,2  830,263,0  0  0,0,2  0  2
Ανθοχωρίου,1,1  648,180,0  0  0,0,1  0  1
Αντικύρας,15,34  14.008,4.455,2  1  351,116,27  2  25
?αυλείας,19,37  11.520,3.736,3  4  1.342,418,32  9  23
?ιονύσου,0,0  0,0,2  0  190,60,0  0  0
Ευαγγελιστρίας,1,1  1.708,504,0  0  0,0,0  0  0
Κορωνείας,4,6  1.505,498,2  1  678,215,7  2  5
Κυριακίου,6,8  3.347,1.114,1  1  220,70,6  0  6
Λαφυστίου,0,0  0,0,1  1  62,20,1  1  0
Παρορίου,1,2  660,176,1  0  157,52,3  1  2
Παύλου,3,7  2.152,664,4  2  1.107,326,5  0  5
Πέτρας,3,3  3.998,1.203,0  0  0,0,1  0  1
Πύργου,1,1  1.274,216,3  1  748,216,1  0  1
Στειρίου,1,2  691,218,7  7  2.080,705,7  2  5
Υψηλάντου,0,0  0,0,2  2  432,126,2  1  1
Χαιρωνείας,3,3  1.285,443,1  0  205,131,3  0  3
ΝΟΜΟΣ ΕΥΒΟΙΑΣ,915,1.580  800.536,235.184,542  482  380.654,92.331,1.937  599  1.338
Ιστιαίας,36,57  21.357,6.685,33  21  10.506,3.168,67  20  47
Λουτρών Αιδηψού,29,51  24.865,7.652,18  12  5.863,1.864,47  24  23
Αγίου,2,3  908,277,1  3  1.320,416,3  0  3
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αγριοβοτάνου,2,8  6.042,1.897,2  2  425,132,17  5  12
Αρτεμισίου,18,31  7.774,2.694,9  8  3.800,1.204,27  10  17
Ασμηνίου,3,5  1.984,621,1  1  963,303,5  0  5
Βασιλικών,1,1  308,84,1  0  33,13,0  0  0
Βουτά,1,2  640,201,0  0  0,0,2  0  2
Γερακιούς,1,2  1.945,585,0  0  0,0,1  0  1
Γιάλτρων,3,4  932,292,1  1  236,74,7  4  3
Γουβών,5,10  3.316,1.036,0  0  0,0,7  2  5
Ελληνικών,2,3  1.370,431,0  0  0,0,2  0  2
Λιχάδος,9,14  3.399,1.119,5  4  975,303,12  6  6
Νέου Πύργου,0,0  0,0,3  1  518,156,3  2  1
Ταξιάρχου,0,0  0,0,2  1  1.484,361,0  0  0
Ωρεών,14,21  8.037,2.531,22  19  9.829,3.058,40  10  30
Αλιβερίου,34,68  28.166,8.691,17  11  21.227,5.683,61  16  45
Καρύστου,50,85  31.957,9.683,13  7  2.587,804,71  24  47
Κύμης,38,66  23.018,6.811,26  21  7.063,2.239,72  24  48
Σκύρου,29,40  12.977,3.875,20  20  7.389,2.204,68  40  28
Αγίου Βλασίου,0,0  0,0,1  2  54,181,1  0  1
Αγίου Ιωάννου,6,9  5.188,1.149,1  1  229,72,8  1  7
Αγίου Λουκά,1,1  800,261,1  0  371,106,2  0  2
Αργυρού,1,1  525,165,1  0  110,40,1  0  1
Αυλωναρίου,28,40  19.512,5.389,13  11  4.713,1.302,36  12  24
Αχλαδερής,3,5  900,289,2  1  276,97,1  0  1
Βέλους,1,2  390,128,0  0  0,0,1  0  1
Βρύσης,1,1  40,15,0  0  0,0,0  0  0
Γαβαλά,4,6  1.507,474,0  0  0,0,4  1  3
?ύστου,15,26  13.006,4.359,20  11  3.826,1.322,44  17  27
Ζαράκων,1,1  300,100,0  0  0,0,0  0  0
Καδίου,1,1  92,32,0  0  0,0,0  0  0
Κήπων,2,3  695,217,0  0  0,0,3  0  3
Κονιστρών,17,24  9.501,3.004,10  8  2.358,714,22  5  17
Κοσκίνων,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,2  753,237,0  0  0,,0,2  1  1
Κριεζών,4,4  2.505,819,0  0  0,,0,3  0  3
Λεπούρων,1,2  2.306,600,2  1  615,,189,2  0  2
Μαλετιάνων,1,2  294,92,0  0  0,,0,1  0  1
Μαρμαρίου,16,25  26.589,5.846,6  2  1.338,,421,16  3  13
Μονοδρύου,2,2  562,153,0  0  0,,0,1  0  1
Οκτωνιάς,2,3  946,303,4  5  1.865,,585,6  1  5
Οξυλίθου,8,13  3.504,1.094,3  1  671,,208,11  3  8
Παρθενίου,0,0  0,0,1  1  330,,98,1  1  0
Πετριών,4,8  3.373,1.063,4  3  767,,247,8  1  7
Πλατάνας,4,8  3.222,1.006,3  3  968,,296,5  1  4
Πρασίνου,3,4  1.500,379,1  1  180,,52,1  0  1
Στύρων,50,81  36.774,11.522,9  4  1.718,,536,112  72  40
Ωρολογίου,1,1  240,60,0  0  0,,0,0  0  0
Ερετρίας,35,59  33.608,10.604,19  21  8.078,,2.505,100  36  64
Λίμνης,18,30  10.965,3.415,16  15  8.242,,2.545,41  6  35
Νέας Αρτάκης,7,19  12.983,4.068,12  7  33.942,,3.714,43  9  34
Χαλκιδέων,116,291  157.580,49.920,73  86  33.621,,10.495,392  62  330
Ψαχνών,28,42  19.473,5.979,18  17  23.011,,6.180,54  10  44
Αγίας ¶ννης,27,41  11.818,3.671,16  16  5.282,,1.672,56  27  29
Αγίας Σοφίας,2,3  391,117,4  6  1.526,,474,8  3  5
Αγίου Αθανασίου,1,1  750,230,0  0  0,,0,0  0  0
Αγίου Νικολάου,19,28  11.916,3.684,8  8  2.304,,720,29  4  25
Αμαρύνθου,17,27  17.108,4.864,5  4  2.055,,641,23  7  16
Αμφιθέας,0,0  0,0,2  1  488,,150,2  0  2
¶νω Βάθειας,1,2  1.068,336,0  0  0,,0,2  0  2
¶τταλης,2,3  1.435,451,0  0  0,,0,3  1  2
Αφρατίου,9,12  8.259,1.964,1  1  1.022,,322,6  2  4
Αχλαδίου,1,2  831,262,2  3  751,,234,3  0  3
Βαθέος,8,11  44.921,12.433,6  4  24.640,,1.860,8  1  7
Βασιλικού,24,46  26.009,8.175,18  15  60.391,,9.181,87  39  48
Βλαχιάς,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",4,6  545,170,0  0  0,,0,4  3  1
