Ποντοκώμης,2,2  437,271,0  0  0,0,1  0  1
Προαστίου,1,1  112,37,1  1  196,56,0  0  0
Πύργων,6,7  2.771,1.419,4  4  2.177,751,9  1  8
Σπηλιάς,1,2  580,254,0  0  0,0,1  0  1
Φούφα,5,6  3.136,1.525,0  0  0,0,4  0  4
Βελβεντού,17,27  10.843,3.358,10  7  4.315,1.221,19  5  14
Κοζάνης,142,366  252.060,99.697,42  27  102.258,16.856,485  201  284
Πολυμύλου,2,2  2.244,776,1  1  364,132,3  2  1
Σερβίων,28,42  55.516,12.428,17  6  4.095,1.442,34  6  28
Φιλιππούπολης,4,7  2.107,873,2  0  330,172,6  2  4
Αγίας Παρασκευής,1,1  2.537,508,0  0  0,0,0  0  0
Αγίου ?ημητρίου,4,7  2.845,917,0  0  0,0,4  0  4
Αιανής,6,7  4.440,1.469,3  3  1.156,520,8  2  6
Ακρινής,8,10  10.023,2.856,8  7  2.368,927,9  1  8
Αμυγδαλέας,1,1  621,392,0  0  0,0,1  0  1
Ανθοτόπου,2,2  506,147,0  0  0,0,2  0  2
¶νω Κώμης,7,12  5.666,1.777,3  3  1.527,422,10  2  8
Αργίλου,2,3  770,253,1  0  129,43,3  1  2
Βαθυλάκκου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",7,7  13.727,3.307,1  0  47,,80,4  0  4
Βατερού,2,3  1.604,621,2  1  9.327,,1.016,2  0  2
Γουλών,2,2  3.194,918,0  0  0,,0,0  0  0
?ρεπάνου,4,4  5.001,992,8  5  2.817,,3.240,4  1  3
Ελάτης,4,8  4.711,1.884,1  0  102,,34,5  2  3
Καισάρειας,7,8  2.473,803,2  1  143,,49,6  1  5
Καλαμιάς,1,1  734,238,1  0  399,,105,1  0  1
Καπνοχωρίου,2,2  467,174,0  0  0,,0,1  0  1
Καρυδίτσας,3,4  5.336,1.548,0  0  0,,0,2  0  2
Καστανιάς,1,1  0,0,0  0  0,,0,0  0  0
Καταφυγίου,0,0  0,0,2  3  1.119,,352,3  0  3
Κάτω Κώμης,2,3  534,174,1  0  213,,79,2  1  1
Κερασέας,1,1  391,114,0  0  0,,0,1  0  1
Κοιλάδος,5,5  6.647,1.030,1  1  462,,213,5  1  4
Κοίλων,6,9  22.581,4.517,0  0  0,,0,3  1  2
Κοντοβουνίου,0,0  0,0,1  0  280,,93,0  0  0
Κρανιδίων,0,0  0,0,1  1  338,,110,0  0  0
Κρόκου,13,18  11.059,3.627,3  3  672,,328,16  1  15
Λευκάρων,4,7  3.802,1.187,0  0  0,,0,8  5  3
Λευκόβρυσης,2,4  1.673,551,3  2  616,,215,3  0  3
Λευκοπηγής,4,5  1.966,631,2  1  401,,187,4  0  4
Λιβαδερού,9,16  5.028,1.963,5  6  1.612,,751,12  0  12
Λιβερών,2,2  1.141,521,0  0  0,,0,3  2  1
Μαυροδενδρίου,8,8  3.481,1.626,2  1  615,,210,7  1  6
Μεσιανής,3,4  1.443,523,0  0  0,,0,3  1  2
Μεταξά,4,4  2.069,884,2  2  362,,182,7  0  7
Μικροβάλτου,2,2  590,370,1  0  135,,45,2  1  1
Νεράιδας,1,1  725,242,1  0  167,,93,1  0  1
Ξηρολίμνης,1,1  3.627,973,1  0  242,,74,0  0  0
Οινόης,1,1  1.231,449,0  0  0,,0,0  0  0
Πλατανορρεύματος,9,9  4.927,1.691,2  4  904,,280,12  1  11
Πολυρράχου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,2  210,71,1  0  170,62,2  1  1
Πτελέας,3,3  4.234,935,0  0  0,0,0  0  0
Ροδιανής,1,2  407,204,1  0  546,99,1  0  1
Ροδίτου,2,2  1.146,371,0  0  0,0,2  0  2
Ρυακίου,2,2  5.623,1.628,0  0  0,0,0  0  0
Ρυμνίου,0,0  0,0,1  0  245,75,1  0  1
Σιδερά,2,2  951,221,0  0  0,0,1  0  1
Σκήτης,1,1  123,41,0  0  0,0,1  1  0
Σπάρτου,1,1  424,238,0  0  0,0,1  0  1
Τρανοβάλτου,7,14  11.038,3.513,2  2  593,363,27  2  25
Τριγωνικού,0,0  0,0,1  1  80,26,1  1  0
ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ,260,406  342.036,98.809,69  33  26.258,7.504,401  100  301
Αμυνταίου,20,34  29.642,9.036,5  6  2.225,550,49  6  43
Φλωρίνης,60,148  156.902,45.852,19  10  9.510,2.746,204  65  139
Αγίας Παρασκευής,2,2  1.978,513,0  0  0,0,1  0  1
Αγίου Αχιλλείου,1,1  356,90,0  0  0,0,0  0  0
Αγίου Βαρθολομαίου,5,6  4.974,1.313,0  0  0,0,3  2  1
Αγίου Γερμανού,1,2  1.212,362,0  0  0,0,0  0  0
Αγίου Παντελεήμονος,9,12  29.400,7.630,3  0  927,239,6  1  5
Αετού,8,10  7.511,2.185,2  0  698,240,8  0  8
Ακρίτα,1,1  41,105,0  0  0,0,0  0  0
Αλώνων,1,1  689,190,1  0  701,185,1  0  1
Αμμοχωρίου,7,9  5.031,1.339,3  0  474,139,4  1  3
Αντιγονείας,5,7  3.091,894,3  1  1.040,295,4  0  4
¶νω Καλλινίκης,1,2  966,275,0  0  0,0,1  0  1
¶νω Κλεινών,1,1  1.426,468,0  0  0,0,1  0  1
Αρμενοχωρίου,5,7  4.007,1.126,2  0  478,130,6  1  5
Ατραπού,2,2  1.071,265,0  0  0,0,0  0  0
Αχλάδας,1,1  495,170,2  0  536,139,2  1  1
Βαρικού,5,7  3.048,997,0  0  0,0,6  1  5
Βεγόρων,6,6  3.646,1.055,1  1  352,119,5  0  5
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Βεύης,3,3  4.481,1.230,1  1  182,61,2  0  2
Ιτέας,3,3  1.261,365,0  0  0,0,2  0  2
Καρυών,2,2  1.081,285,0  0  0,0,1  0  1
Κάτω Καλλινίκης,0,0  0,0,1  0  132,45,0  0  0
Κάτω Κλεινών,3,4  2.562,778,0  0  0,0,3  0  3
Κέλλης,2,2  1.087,275,0  0  0,0,0  0  0
Κλαδορράχης,1,1  1.986,547,0  0  0,0,0  0  0
Κολχικής,2,2  397,110,0  0  0,0,1  1  0
Κρυσταλλοπηγής,1,1  431,110,0  0  0,0,1  0  1
Λαιμού,4,5  4.169,1.132,0  0  0,0,0  0  0
Λεβαίας (Λακκιάς),3,3  1.684,553,1  0  63,18,3  1  2
Λευκώνος,1,1  322,80,0  0  0,0,0  0  0
Λεχόβου,3,4  1.382,397,1  0  290,86,3  0  3
Μανιακίου,4,4  2.438,670,0  0  0,0,2  0  2
Μαρίνης,2,4  1.556,460,0  0  0,0,2  0  2
Μελίτης,3,3  1.236,381,5  5  1.211,383,5  3  2
Μεσονησίου,2,2  1.088,315,3  0  906,233,1  0  1
Μεσοχωρίου,1,1  232,68,0  0  0,0,0  0  0
Νεοχωρακίου,0,0  0,0,1  0  334,90,0  0  0
Νίκης,3,3  2.342,610,0  0  0,0,0  0  0
Νυμφαίου,2,4  1.306,392,0  0  0,0,3  0  3
Ξινού Νερού,7,8  5.428,1.450,2  3  1.329,442,12  9  3
Παλαίστρας,1,2  893,261,0  0  0,0,1  0  1
Παππαγιάννη,3,3  1.787,475,0  0  0,0,1  0  1
Πελαργού,3,5  1.098,486,0  0  0,0,2  0  2
Περάσματος,6,7  3.591,986,1  0  396,117,4  0  4
Πετρών,1,1  874,248,0  0  0,0,1  0  1
Πισοδερίου,3,7  8.143,2.312,0  0  0,0,2  0  2
Πλατέος,1,1  265,75,0  0  0,0,0  0  0
Πολυπλατάνου,1,1  764,300,0  0  0,0,1  0  1
Πολυποτάμου,1,1  764,233,0  0  0,0,1  0  1
Πρώτης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,2  1.303,436,0  0  0,,0,2  0  2
Σιταριάς,3,4  2.384,627,2  1  1.098,,275,4  0  4
Σκλήθρου,6,6  3.848,1.276,2  0  967,,304,4  2  2
Σκοπιάς,5,7  3.415,1.181,4  1  1.459,,401,8  3  5
Τριποτάμου,2,3  915,280,0  0  0,,0,2  0  2
Τροπαιούχου,1,1  708,180,0  0  0,,0,0  0  0
Υδρούσσης,5,5  4.352,1.213,0  0  0,,0,3  0  3
Φανού,2,2  911,342,0  0  0,,0,2  0  2
Φαραγγίου,2,2  600,175,0  0  0,,0,1  1  0
Φιλώτα,12,15  9.560,2.484,2  2  844,,233,10  0  10
Φλαμπούρου,5,8  2.926,912,0  0  0,,0,6  0  6
Ψαράδων,2,4  980,254,2  2  106,,34,4  2  2
ΘΕΣΣΑΛΙΑ,2.382,4.242  3.735.474,867.445,1.339  1.146  1.240.966,,237.262,5.056  1.424  3.632
ΝΟΜΟΣ ΚΑΡ?ΙΤΣΗΣ,372,584  585.696,141.510,195  112  121.919,,24.639,684  142  542
Καρδίτσης,90,212  261.370,73.218,50  34  20.283,,6.807,342  56  286
Μουζακίου,8,13  7.837,1.864,8  8  2.003,,779,9  1  8
Παλαμά,13,16  14.975,3.340,13  8  5.709,,1.519,16  2  14
Σοφάδων,20,28  25.180,5.669,12  9  10.349,,1.848,21  5  16
Αγίας Παρασκευής,1,1  234,64,1  1  57,,19,1  1  0
Αγίας Τριάδος,0,0  0,0,1  1  690,,230,0  0  0
Αγιοπηγής,0,0  0,0,1  0  75,,25,1  1  0
Αγίου Γεωργίου,1,1  173,45,3  1  971,,388,2  1  1
Αγίου ?ημητρίου,1,1  769,206,1  1  151,,50,2  1  1
Αγίου Θεοδώρου,11,13  4.761,1.252,1  0  45.192,,3.824,9  2  7
Αγναντερού,2,2  1.014,281,1  1  357,,119,2  0  2
Αμαράντου,0,0  0,0,2  2  183,,56,0  0  0
Αμπελικού,3,3  1.589,414,0  0  0,,0,2  0  2
Αμπέλου,0,0  0,0,1  0  250,,68,1  1  0
Ανάβρας,1,1  745,153,1  1  120,,39,1  1  0
Ανθηρού,4,5  1.315,394,0  0  0,,0,3  0  3
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Ανθοχωρίου,1,1  294,74,0  0  0,,0,1  0  1
Απιδέας,1,1  150,41,0  0  0,,0,1  1  0
Αργιθέας,0,0  0,0,1  0  248,,80,1  1  0
Αρτεσιανού,6,11  4.284,1.351,4  2  1.091,,322,10  1  9
Ασημοχωρίου,1,1  500,151,1  0  60,,20,1  0  1
Αστρίτσης,1,1  52,12,0  0  0,,0,0  0  0
Αχλαδέας,1,2  363,121,1  0  24,,6,3  2  1
Βατσουνιάς,2,3  664,214,0  0  0,,0,2  0  2
Βλοχού,1,2  551,149,1  0  114,,29,2  1  1
Βραγκιανών,1,1  453,171,0  0  0,,0,1  0  1
Γελάνθης,1,2  331,118,0  0  0,,0,1  0  1
Γεωργικού,4,5  6.360,1.723,1  0  184,,58,4  3  1
Γοργοβιτών,0,0  0,0,2  2  579,,149,2  1  1
Γραμματικού,1,1  131.824,16.493,0  0  0,,0,0  0  0
?ασοχωρίου,0,0  0,0,1  0  254,,65,1  0  1
?αφνοσπηλιάς,1,1  150,53,1  0  103,,32,2  1  1
?ρακότρυπας,3,4  1.320,364,1  1  405,,118,4  1  3
Ελληνικών,1,2  663,166,0  0  0,,0,1  0  1
Ελληνοκάστρου,1,2  221,74,0  0  0,,0,1  1  0
Ελληνοπύργου,4,5  812,218,0  0  0,,0,3  1  2
Ερμητσίου,0,0  0,0,1  0  9.000,,1.000,0  0  0
Ζαϊμίου,1,2  490,149,0  0  0,,0,1  0  1
Θραψιμίου,1,1  441,129,0  0  0,,0,1  0  1
Ιτέας,3,4  1.401,328,6  1  1.025,,332,7  4  3
Καλλιθήρου,6,7  2.356,663,2  1  544,,171,3  0  3
Καλλιφωνίου,4,4  966,289,2  3  887,,262,5  0  5
Καναλίων,1,1  458,153,1  1  104,,35,2  1  1
Καππά,1,1  531,148,0  0  0,,0,1  0  1
Καππαδοκικού,2,2  864,291,0  0  0,,0,2  0  2
Καρδιτσομαγούλας,9,11  4.977,1.506,7  1  4.545,,1.229,11  3  8
Καρίτσης ?ολόπων,3,4  1.373,391,3  2  908,,266,7  4  3
Καστανιάς (Καστανέας),,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",3,5  3.312,772,1  0  165,65,3  1  2
Καταφυγίου,1,2  421,138,1  0  115,300,1  0  1
Κέδρου,1,1  150,50,3  1  907,223,3  2  1
Κερασέας,1,2  372,124,1  0  525,210,1  0  1
Κοσκινά,1,1  148,38,3  1  734,220,4  3  1
Κρανέας,3,3  939,289,0  0  0,0,2  0  2
Κρύας Βρύσης,1,2  900,250,1  0  76,25,2  1  1
Κρυονερίου,7,12  4.032,1.266,1  0  150,50,7  1  6
Κρυοπηγής,5,6  2.679,806,2  1  558,146,5  1  4
Κυψέλης,1,1  216,72,2  1  246,73,1  1  0
Λαζαρίνας,2,2  478,149,0  0  0,0,1  0  1
Λοξάδας,1,1  210,70,1  0  105,75,1  0  1
Λουτροπηγής,0,0  0,0,1  1  964,208,0  0  0
Μαγούλας,1,1  216,73,0  0  0,0,1  0  1
Μαγουλίτσης,1,1  452,120,0  0  0,0,1  0  1
Μακρυχωρίου,2,3  2.210,584,0  0  0,0,3  0  3
Μαραθέας,2,2  1.687,482,1  0  320,100,0  0  0
Μάρκου,2,2  728,209,0  0  0,0,2  0  2
Μασχολουρίου,2,2  1.348,434,1  0  173,61,2  1  1
Ματαράγκας,3,4  2.132,501,2  0  117,41,5  2  3
Μαυραχάδων,1,1  799,289,0  0  0,0,1  0  1
Μαυρομματίου,1,2  662,190,0  0  0,0,1  0  1
Μελίσσης,1,1  346,87,0  0  0,0,1  0  1
Μελισσοχωρίου,1,1  429,121,1  0  163,51,1  0  1
Μεσενικόλα,1,1  580,148,0  0  0,0,1  0  1
Μεταμορφώσεως,3,3  799,227,6  2  1.078,290,9  5  4
Μητροπόλεως,20,38  28.342,9.299,6  1  2.023,562,41  6  35
Μολόχας,2,3  627,176,0  0  0,0,2  0  2
Μορφοβουνίου,4,7  1.655,482,0  0  0,0,4  0  4
Μπελοκομίτης,3,4  2.042,445,1  1  68,22,3  2  1
Μυρίνης,17,17  6.829,1.967,5  8  1.988,582,24  1  23
Νεοχωρίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",2,2  272,96,5  4  721,235,7  7  0
Νεράιδας,2,2  592,148,1  1  152,56,2  0  2
Ξινονερίου,1,1  466,125,0  0  0,0,1  0  1
Οξυάς,0,0  0,0,1  0  20,6,0  0  0
Ορφανών,0,0  0,0,1  0  180,60,1  0  1
Παλαιοκκλησίου,5,6  2.294,622,1  1  454,118,5  1  4
Παλαιοχωρίου,3,3  1.042,262,0  0  0,0,2  1  1
Πεζούλας,6,11  3.333,901,3  0  1.100,224,5  0  5
Πετρίνου,0,0  0,0,1  0  87,23,1  1  0
Πευκοφύτου,1,2  282,88,0  0  0,0,2  2  0
Πορτής,3,4  889,267,0  0  0,0,2  0  2
Πορτίτσης,2,3  968,333,1  2  665,185,3  0  3
Προαστίου,2,2  2.551,588,0  0  0,0,0  0  0
Προδρόμου,3,3  3.338,612,0  0  0,0,2  0  2
Πτελοπούλας,0,0  0,0,2  0  222,64,2  2  0
Πύργου Κιερίου,3,3  455,128,0  0  0,0,1  1  0
Ραχούλας,3,4  724,206,1  2  500,164,3  0  3
Ρεντίνης,1,1  113,44,0  0  0,0,0  0  0
Ριζοβουνίου,7,7  2.283,641,0  0  0,0,4  0  4
Ρούσσου,1,1  597,154,0  0  0,0,1  0  1
Σταυρού,3,4  8.571,2.034,0  0  0,0,1  0  1
Στεφανιάδος,1,1  42,12,0  0  0,0,0  0  0
Συκεών,0,0  0,0,3  0  401,124,2  1  1
Φαναρίου,2,3  568,165,0  0  0,0,1  0  1
Φιλίας,1,1  252,63,0  0  0,0,1  0  1
Φυλακτής,4,5  1.009,312,3  4  477,131,6  1  5
Φύλλου,4,5  6.234,1.321,0  0  0,0,3  0  3
Χάρματος,1,1  270,90,0  0  0,0,0  0  0
ΝΟΜΟΣ ΛΑΡΙΣΗΣ,798,1.519  1.535.779,354.916,410  374  336.400,76.223,1.855  559  1.296
Αγιάς,17,21  7.572,2.195,12  12  11.989,2.082,25  14  11
Αετολόφου,2,4  9.950,3.311,0  0  0,0,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Ανατολής,2,2  414,127,0  0  0,,0,2  2  0
Γερακαρίου,2,2  673,201,0  0  0,,0,0  0  0
?ήμητρας,2,2  263,83,1  2  204,,68,3  1  2
Ελάφου,0,0  0,0,1  1  191,,58,1  0  1
Καλαμακίου,2,3  2.195,572,0  0  0,,0,1  0  1
Καρίτσης,5,9  2.970,863,1  0  77,,20,9  1  8
Μαρμαρίνης,2,2  536,189,2  3  1.139,,357,4  3  1
Μεγαλοβρύσου,0,0  0,0,1  2  216,,72,1  0  1
Μελιβοίας,19,31  16.424,5.406,6  7  1.073,,329,52  40  12
Νερομύλων,1,1  16.394,2.247,1  0  6.273,,764,0  0  0
Ποταμιάς,0,0  0,0,1  0  90,,29,1  1  0
Σκήτης,21,33  11.108,3.587,3  2  1.778,,556,51  28  23
Σκλήθρου,0,0  0,0,1  2  683,,207,2  1  1
Στομίου,4,6  3.617,1.138,3  2  859,,272,13  8  5
Σωτηρίτσης,4,5  2.424,774,0  0  0,,0,12  4  8
Ελασσόνος,51,78  53.349,17.189,26  28  15.654,,4.597,102  17  85
Αζώρου (Βουβάλας),1,2  1.350,440,0  0  0,,0,2  0  2
¶κρης,1,1  313,107,0  0  0,,0,1  0  1
Βαλανίδας,1,1  109,34,0  0  0,,0,1  1  0
Βερδικούσσης,3,3  705,233,3  1  372,,112,5  3  2
Βλαχογιαννίου,5,8  2.450,671,1  1  494,,164,6  0  6
Γαλανόβρυσης,2,2  2.428,620,2  1  284,,86,1  0  1
?αμασίου,1,1  156,48,1  0  164,,49,1  0  1
?ολίχης,2,4  1.234,393,1  0  1.008,,288,2  0  2
?ρυμού,1,1  488,148,0  0  0,,0,1  0  1
Ευαγγελισμού,0,0  0,0,2  2  436,,132,2  1  1
Καλλιθέας,6,6  9.497,2.618,1  0  202,,45,1  1  0
Καρυάς,2,2  467,152,0  0  0,,0,2  1  1
Κρανέας Ελασσόνος,12,20  6.659,2.025,3  1  822,,198,19  6  13
Λιβαδίου,7,8  6.283,1.671,2  3  766,,248,6  1  5
Λουτρού,2,4  1.227,463,0  0  0,,0,2  1  1
Μεσοχωρίου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,2  373,113,0  0  0,,0,1  0  1
Μηλέας,4,6  2.015,592,0  0  0,,0,3  0  3
Πυθίου,1,1  1.288,391,0  0  0,,0,0  0  0
Σαρανταπόρου,16,23  8.801,2.512,6  5  1.427,,467,25  7  18
Συκαμινέας,1,1  292,92,0  0  0,,0,1  0  1
Τσαπουρνιάς,0,0  0,0,1  2  630,,191,2  1  1
Τσαριτσάνης,3,3  4.936,1.159,0  0  0,,0,2  0  2
Λαρίσης,284,773  597.599,166.323,124  148  84.480,,22.047,1.042  310  732
Αγίου Γεωργίου,0,0  0,0,1  1  214,,74,1  0  1
Αγίων Αναργύρων,3,3  12.674,1.629,2  0  4.670,,1.351,1  1  0
Αμπελακίων,2,3  1.666,543,0  0  0,,0,2  1  1
Αμυγδαλέας,2,2  2.076,651,1  2  168,,56,1  1  0
Αρμενίου,4,4  2.558,495,3  4  1.109,,338,3  1  2
Γαλήνης,2,3  1.262,340,1  1  354,,118,4  0  4
Γλαύκης,1,2  562,170,1  1  509,,142,1  0  1
?ιλόφου,0,0  0,0,1  0  221,,68,1  1  0
Ελατείας,2,3  1.000,309,0  0  0,,0,1  1  0
Ελευθερών,2,2  11.645,2.800,0  0  0,,0,1  0  1
Καλοχωρίου,0,0  0,0,2  2  148,,50,2  2  0
Κιλελέρ (Κυψέλης),1,2  844,276,1  2  387,,125,2  0  2
Κοιλάδος,2,2  1.469,342,0  0  0,,0,1  0  1
Κραννώνος,2,2  809,283,0  0  0,,0,2  1  1
Κυψελοχωρίου,1,1  336,68,0  0  0,,0,0  0  0
Μακρυχωρίου,11,13  58.965,9.824,6  2  6.132,,1.802,7  2  5
Μάνδρας,1,1  340,85,1  0  253,,47,0  0  0
Μελίας,1,1  90,24,1  0  262,,76,1  0  1
Μελίσσης,1,2  630,190,0  0  0,,0,1  0  1
Μελισσοχωρίου,6,10  3.696,1.185,1  1  327,,96,9  0  9
Μοσχοχωρίου,1,1  13.320,1.800,0  0  0,,0,0  0  0
Ναμάτων,0,0  0,0,1  0  1.016,,238,0  0  0
Νέας Λεύκης,1,1  294,363,0  0  0,,0,0  0  0
Νέου Περιβολίου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  7.100,1.000,1  0  602,195,1  0  1
Νέσσωνος,7,11  3.999,1.361,4  1  1.078,335,7  2  5
Νέων Καρυών,1,1  231,70,2  0  7.692,991,1  0  1
Νικαίας,19,33  111.506,20.097,12  7  32.324,6.495,23  6  17
Ομολίου,2,2  285,95,1  2  366,122,4  2  2
Ομορφοχωρίου,4,4  17.187,2.007,4  1  22.728,3.988,2  0  2
Παραποτάμου,0,0  0,0,2  2  955,319,0  0  0
Πλατυκάμπου,20,25  232.221,23.550,6  2  36.978,4.120,13  6  7
Πουρναρίου,0,0  0,0,1  1  315,100,1  0  1
Σπηλιάς,5,8  2.322,773,0  0  0,0,5  0  5
Συκουρίου,12,18  21.534,4.285,7  5  3.696,1.070,12  1  11
Σωτηρίου,1,2  811,285,0  0  0,0,1  0  1
Χάλκης,1,1  385,110,2  0  612,188,2  1  1
Ψυχικού,1,1  3.375,450,0  0  0,0,0  0  0
Αμπελώνος,25,34  31.904,7.483,12  14  7.484,1.812,32  8  24
Τυρνάβου,62,94  88.897,23.500,48  31  27.213,6.392,128  27  101
Αιγάνης,6,8  2.416,781,1  0  89,27,6  3  3
Αργυροπουλείου,0,0  0,0,2  2  461,155,3  1  2
Βρυοτόπου,0,0  0,0,1  0  141,46,1  1  0
Γιάννουλης,26,42  35.331,8.615,20  15  26.463,5.986,42  6  36
Γόννων,9,14  11.054,3.055,7  5  1.518,459,11  2  9
