Καλυβίων,6,8  2.132,676,0  0  0,0,7  2  5
Καρβελά,0,0  0,0,2  0  180,52,2  2  0
Καρυουπόλεως,0,0  0,0,2  4  316,100,2  2  0
Κοκκάλας,2,4  672,222,2  2  362,113,4  1  3
Κονακίων,1,3  439,148,0  0  0,0,3  3  0
Κότρωνα,1,1  350,108,3  4  843,281,6  2  4
Λαγίας,6,9  2.301,755,0  0  0,0,9  2  7
Μαραθέας,2,4  1.260,420,1  0  17,6,4  0  4
Μυρσίνης,1,1  147,41,1  0  51,17,1  1  0
Νεοχωρίου,6,7  1.774,551,2  0  128,45,8  7  1
Πλατάνου,1,1  270,84,1  2  350,118,2  0  2
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Πυρρίχου,2,2  654,218,0  0  0,,0,2  0  2
Σκουταρίου,4,6  1.543,448,4  4  1.103,,335,7  2  5
Χωσιαρίου,2,2  720,224,0  0  0,,0,2  0  2
Μολάων,28,49  45.401,11.217,20  18  3.759,,1.243,71  30  41
Αγγελώνας,2,4  1.270,417,3  0  563,,185,4  1  3
Αγίου Γεωργίου,6,9  2.658,841,3  1  694,,214,7  1  6
Αγίου ?ημητρίου Ζάρακος,1,1  641,125,6  6  634,,204,5  5  0
Αγίου ?ημητρίου Μονεμβασίας,3,4  991,317,4  3  565,,227,5  2  3
Αγίου Ιωάννου,6,7  2.673,856,0  0  0,,0,10  5  5
Αγίου Νικολάου Βοιών,1,2  160,44,3  4  490,,233,3  3  0
Αγίου Νικολάου Μονεμβασίας,2,2  266,66,6  7  953,,318,8  7  1
Αγίων Αποστόλων,3,6  1.916,572,1  1  451,,120,4  1  3
Απιδέας,6,12  3.223,1.004,3  0  948,,266,9  0  9
Ασωπού,12,16  5.758,1.852,18  19  5.628,,1.753,32  9  23
Βελανιδίων,3,5  1.652,542,7  6  1.376,,443,11  6  5
Βελιών,3,3  430,152,8  5  1.152,,405,6  4  2
Γλυκόβρυσης,10,19  11.147,3.388,5  7  4.025,,1.265,17  0  17
?αιμονίας,5,6  1.627,506,4  4  693,,227,11  6  5
Ελαίας,12,24  8.648,2.832,7  4  2.518,,773,27  10  17
Ελαφονήσου,3,5  1.069,374,6  7  2.484,,824,7  2  5
Ελίκας,6,11  4.240,1.283,8  9  1.986,,632,14  2  12
Έλους,10,13  10.569,2.528,18  23  7.593,,2.081,25  8  17
Ιέρακος,3,3  496,144,0  0  0,,0,2  2  0
Κάμπου,3,6  2.094,572,0  0  0,,0,3  0  3
Κρεμαστής,3,5  1.423,442,0  0  0,,0,3  1  2
Κυπαρισσίου,3,4  905,298,1  0  106,,37,4  2  2
Λαμποκάμπου,0,0  0,0,1  0  475,,169,1  0  1
Λαχίου,3,6  2.292,693,1  2  112,,37,4  1  3
Μεσοχωρίου,2,3  2.319,486,3  4  661,,196,4  2  2
Μεταμορφώσεως,4,8  2.596,745,3  2  991,,343,8  2  6
Μονεμβασίας,10,24  12.487,4.019,14  19  12.836,,4.005,49  18  31
Μυρτέας,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  1  420,140,1  1  0
Νεαπόλεως,11,21  11.705,3.612,9  13  3.391,1.012,36  19  17
Νιάτων,3,4  1.606,493,0  0  0,0,4  1  3
Νομίων,6,10  3.564,1.210,8  11  902,364,20  14  6
Πακίων,2,3  699,239,5  8  1.242,493,6  1  5
Παντανάσσης,2,4  1.264,372,2  2  339,110,3  1  2
Παππαδιανίκων,3,6  2.331,835,1  1  148,51,13  10  3
Ρειχέας,1,2  923,307,0  0  0,0,3  3  0
Συκέας,2,2  1.015,368,4  4  659,243,4  2  2
Ταλάντων,2,2  360,120,0  0  0,0,2  0  2
Φαρακλού,0,0  0,0,2  2  186,62,2  2  0
Φοινικίου,0,0  0,0,2  1  167,59,2  1  1
Σπαρτιατών,43,87  48.744,16.127,47  54  26.521,8.890,124  13  111
Αγίας Ειρήνης,1,2  941,278,3  2  590,205,3  1  2
Αγίου Ιωάννου,3,7  2.938,964,3  4  2.592,704,9  1  8
Αγίου Κωνσταντίνου,0,0  0,0,1  0  131,44,1  1  0
Αγίου Νικολάου,1,2  708,236,3  3  182,61,3  2  1
Αγίων Αναργύρων,0,0  0,0,1  0  156,52,1  1  0
Αγόριανης,0,0  0,0,1  2  165,55,1  1  0
Αγριάνων,0,0  0,0,1  2  67,20,1  1  0
Αλευρούς,0,0  0,0,1  2  192,64,1  0  1
Αμυκλών,2,3  1.628,527,5  4  1.447,445,4  0  4
Ανωγείων,4,6  3.086,760,2  3  640,195,3  1  2
¶ρνης,0,0  0,0,1  0  147,49,1  0  1
Αφισιού,2,3  802,260,1  0  114,38,3  1  2
Βασαρά,1,1  90,33,2  3  309,109,1  0  1
Βασιλακίου,1,1  74,27,0  0  0,0,0  0  0
Βασιλικής,3,4  1.556,503,0  0  0,0,3  1  2
Βορδονίας,1,1  342,143,1  1  167,59,2  1  1
Βουτιάνων,0,0  0,0,2  1  528,190,2  1  1
Βρεσθένων,2,2  1.691,570,0  0  0,0,1  0  1
Βρονταμά,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  334,101,3  2  2.340,714,5  1  4
Γερακίου,3,6  2.581,927,3  2  527,184,5  2  3
Γεωργιτσίου,0,0  0,0,2  1  231,158,1  1  0
Γκοριτσάς,1,1  120,41,4  4  533,193,1  0  1
?άφνης,0,0  0,0,2  1  428,134,2  1  1
?αφνίου,5,7  2.109,723,0  0  0,0,7  2  5
Καλλιθέας,0,0  0,0,1  0  270,112,0  0  0
Καλλονής,0,0  0,0,1  0  376,66,0  0  0
Καλυβίων Σοχάς,0,0  0,0,1  1  210,70,1  0  1
Καρυών,1,1  713,120,2  1  717,239,0  0  0
Καστορείου,2,3  960,270,6  8  1.036,337,4  1  3
Κεφαλά,2,3  944,320,1  1  133,43,3  1  2
Κλαδά,0,0  0,0,2  2  568,189,2  1  1
Κοκκίνων Λουριών,0,0  0,0,1  2  391,119,2  0  2
Κονιδίτσης,0,0  0,0,1  0  132,47,1  1  0
Κροκεών,4,4  969,300,7  6  2.503,915,8  2  6
Λάγιου,2,3  570,190,0  0  0,0,1  0  1
Λευκοχώματος,0,0  0,0,3  1  184,54,2  2  0
Λογγάστρας,1,1  277,84,3  2  533,198,2  0  2
Λογκανίκου,3,4  1.324,399,0  0  0,0,1  0  1
Μαγούλας,7,15  7.403,2.636,3  1  1.233,313,12  1  11
Μυστρά,3,6  1.671,559,2  4  485,161,6  3  3
Ξηροκαμπίου,4,5  1.539,445,9  8  5.683,2.212,11  5  6
Παλαιόβρυσης,0,0  0,0,4  5  1.007,338,6  3  3
Παλαιοπαναγίας,2,2  299,96,11  15  3.111,1.003,12  9  3
Παρορείου,2,3  1.396,476,2  4  1.036,338,6  3  3
Περιβολίων,0,0  0,0,1  2  123,38,1  1  0
Πετρίνας,1,1  150,50,2  3  374,130,4  4  0
Πλατάνας,1,1  243,78,2  4  575,191,3  0  3
Ποταμιάς,3,5  1.563,542,1  0  670,209,6  2  4
Σελεγουδίου,0,0  0,0,1  1  180,63,1  1  0
Σκάλας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",20,33  16.640,4.849,21  16  9.341,2.172,33  11  22
Σκούρας,0,0  0,0,5  1  1.514,489,3  0  3
Σουστιάνων,1,3  610,177,0  0  0,0,2  1  1
Σπαρτιάς,0,0  0,0,1  0  84,28,1  1  0
Στεφανιάς,0,0  0,0,1  0  137,46,0  0  0
Τραπεζαντής,2,3  787,264,3  3  1.170,405,5  0  5
Τρύπης,0,0  0,0,4  4  1.231,391,5  2  3
Χρυσάφων,0,0  0,0,1  2  244,83,1  1  0
¶νω Μπουλαριών,1,1  150,47,4  9  3.914,1.200,4  1  3
Αρεοπόλεως,13,22  10.641,3.135,7  7  958,300,22  7  15
Γερολιμένος,1,1  274,91,4  3  488,169,4  3  1
?ρυάλου,1,1  123,41,0  0  0,0,0  0  0
Κελεφάς,1,1  247,71,0  0  0,0,0  0  0
Κοίτας,3,4  928,268,1  1  245,75,3  0  3
Κούνου,4,5  878,289,2  1  198,66,4  3  1
Κρυονερίου,1,1  96,32,0  0  0,0,1  1  0
Νέου Οιτύλου,1,2  552,178,0  0  0,0,1  0  1
Οιτύλου,15,18  5.612,1.759,4  3  1.104,368,25  15  10
Πύργου ?ιρού,10,12  2.133,669,8  6  1.393,434,17  11  6
ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,806,1.274  586.361,174.367,466  425  145.870,43.680,1.582  563  1.019
Καλαμάτας,172,369  247.499,72.332,79  78  28.853,8.671,548  148  400
Αβίας,5,9  3.113,1.003,2  2  484,166,10  3  7
Αγίου Νικολάου,8,13  9.677,2.892,1  2  315,102,26  21  5
Αγίου Νίκωνος,1,2  311,104,1  5  450,120,2  0  2
Αγίου Φλώρου,2,4  1.233,406,0  0  0,0,3  0  3
Αιθαίας,5,6  2.948,893,0  0  0,0,5  1  4
Αλωνίων,1,3  669,220,0  0  0,0,1  0  1
¶μμου,3,3  2.320,626,2  2  304,99,3  1  2
Αμφείας,2,2  755,224,2  2  183,67,2  1  1
Ανεμομύλου,1,1  259,88,1  1  50,16,1  0  1
Ανθείας,6,7  5.134,1.290,1  1  270,90,7  4  3
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αντικαλάμου,1,2  838,279,2  2  397,131,4  1  3
¶ριος,2,2  521,168,2  2  414,129,4  2  2
Αριοχωρίου,4,5  1.082,338,4  1  532,205,3  0  3
Αρφαρών,6,7  1.826,611,5  5  1.774,593,9  2  7
Ασπροχώματος,6,8  4.030,1.054,3  3  3.122,752,7  2  5
Βέργας,7,15  5.025,1.614,5  8  1.614,497,13  1  12
?ολών,2,3  1.432,429,4  2  580,186,10  9  1
Ελαιοχωρίου,1,2  667,211,0  0  0,0,1  0  1
Εξωχωρίου,1,1  150,42,0  0  0,0,1  1  0
Θαλαμών,0,0  0,0,2  2  2.381,434,1  1  0
Θουρίας,2,3  821,246,0  0  0,0,5  4  1
Κάμπου,1,1  230,76,3  4  849,264,4  2  2
Καρβελίου,1,1  149,50,0  0  0,0,0  0  0
Καρδαμύλης,8,12  8.135,2.516,3  2  747,254,33  28  5
Καστανέας,1,3  2.293,790,0  0  0,0,0  0  0
Λαγκάδας,2,3  940,298,1  1  200,67,3  1  2
Λαιίκων,11,17  7.643,2.315,4  4  1.008,316,15  3  12
Μικράς Μαντινείας,7,10  2.836,943,2  2  2.326,655,10  1  9
Μικρομάνης,2,2  602,189,1  0  138,46,2  0  2
Νεδούσης,2,2  1.194,358,0  0  0,0,2  0  2
Νεοχωρίου,15,20  7.110,2.390,7  10  5.185,1.660,31  23  8
Νομιτσή,2,3  811,251,2  3  1.129,301,6  2  4
Πηδήματος,4,4  1.985,665,1  0  128,45,2  1  1
Πλατέος,3,3  480,150,2  0  121,40,3  2  1
Πλάτσης,3,5  1.293,403,1  1  60,28,3  1  2
Πολιανής,1,1  139,41,0  0  0,0,1  1  0
Προαστίου,2,2  342,105,0  0  0,0,1  0  1
Προσηλίου,4,8  1.784,591,1  0  261,89,6  2  4
Πύργου,2,2  962,293,2  0  251,93,2  0  2
Ριγκλίων,1,1  384,120,0  0  0,0,1  1  0
Σαϊδόνας,1,2  325,111,0  0  0,0,1  0  1
Σπερχογείας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",8,11  11.762,2.873,1  0  4.202,562,7  0  7
Σταυροπηγίου,1,1  317,111,1  2  250,82,2  1  1
Σωτηριανίκων,1,1  165,50,1  1  324,92,0  0  0
Τραχήλας,0,0  0,0,1  2  193,64,2  2  0
Τσερίων,1,1  260,100,3  1  471,136,2  2  0
Ανδρούσης,4,4  628,210,0  0  0,0,3  2  1
Μελιγαλά,11,13  7.368,1.704,10  9  1.757,569,17  9  8
Μεσσήνης,31,41  22.646,6.511,11  9  4.501,1.335,47  10  37
Αβραμιού,7,8  2.915,840,1  1  81,27,9  4  5
Αμφιθέας,5,6  2.862,768,2  0  323,102,5  1  4
Αναλήψεως,8,11  3.735,1.056,2  1  262,80,10  5  5
Ανδανίας,0,0  0,0,2  1  531,183,0  0  0
Αριστοδημείου,0,0  0,0,3  0  315,100,1  1  0
Αριστομένους,7,10  2.635,844,1  0  308,103,7  2  5
Αρσινόης,1,2  700,199,1  2  270,73,3  0  3
Βαλύρας,7,7  2.373,668,2  0  285,95,8  6  2
Βελίκας,3,4  1.340,430,1  1  512,170,4  0  4
Βουταίνης,0,0  0,0,1  0  70,23,1  1  0
?ιαβολιτσίου,5,7  2.338,662,4  3  631,195,10  7  3
?ιοδίων,1,1  280,80,2  1  165,53,2  1  1
Ελληνοεκκλησίας,3,3  915,289,3  3  1.669,519,5  3  2
Εύας,4,5  1.940,642,1  0  225,75,5  1  4
Ζερμπισίων,2,3  666,214,0  0  0,0,2  0  2
Ζευγολατιού,2,3  1.029,398,3  4  1.491,392,4  0  4
Ηλέκτρας,3,3  523,168,0  0  0,0,3  2  1
Καλλιρρόης,1,1  323,107,1  1  116,48,1  0  1
Καλογερόρραχης,1,1  80,26,2  0  229,60,0  0  0
Καρνασίου,2,2  537,171,0  0  0,0,2  0  2
Καρτερολίου,4,8  1.682,522,0  0  0,0,5  2  3
Κατσαρού,1,2  336,111,1  2  453,126,2  1  1
Κάτω Μελπείας,0,0  0,0,2  1  188,51,0  0  0
Κεφαλινού,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  1  65,,22,1  1  0
Κεφαλοβρύσου,1,1  134,42,0  0  0,,0,1  1  0
Κωνσταντίνων,1,1  242,74,0  0  0,,0,1  0  1
Λαμπαίνης,2,2  702,223,2  2  281,,77,5  4  1
Λευκοχώρας,2,4  721,246,1  0  150,,50,4  1  3
Λουτρού,0,0  0,0,1  1  102,,34,0  0  0
Μαγούλας,0,0  0,0,1  2  210,,75,1  0  1
Μαδένης,1,1  90,30,1  1  86,,28,1  1  0
Μάλτας,1,2  359,119,1  2  53,,19,2  1  1
Μάνεση,1,1  345,118,2  2  1.565,,420,2  0  2
Μαντζαρίου,1,3  746,234,1  2  450,,139,3  0  3
Μαυρομματίου Ιθώμης,1,1  216,72,3  1  568,,186,3  1  2
Μαυρομματίου Παμίσου,4,4  1.788,564,0  0  0,,0,4  1  3
Μερόπης,3,4  733,243,11  6  2.140,,712,10  6  4
Νεοχωρίου Αριστομένους,1,1  662,220,0  0  0,,0,2  2  0
Οιχαλίας,3,4  837,280,1  2  152,,44,4  3  1
Παραπουγκίου,0,0  0,0,1  0  127,,55,0  0  0
Πιλαλίστρας,0,0  0,0,1  2  618,,183,1  0  1
Πιπερίτσης,3,4  589,174,0  0  0,,0,2  1  1
Πολυλόφου,0,0  0,0,1  0  127,,40,1  1  0
Σιάμου,0,0  0,0,2  1  352,,122,0  0  0
Σκάλας,1,1  240,80,1  1  183,,63,2  1  1
Σολακίου,2,2  1.786,484,1  0  89,,29,2  1  1
Στενυκλάρου,2,2  426,144,0  0  0,,0,2  2  0
Στέρνας,1,2  888,298,0  0  0,,0,2  0  2
Στρεφίου,1,1  370,123,1  0  320,,80,1  0  1
Τρικόρφου,3,4  1.384,405,1  0  162,,23,3  0  3
Τριόδου,3,5  1.630,537,0  0  0,,0,4  2  2
Τσουκαλαιίκων,1,2  616,173,1  1  303,,100,2  1  1
Φίλια,3,4  1.141,375,1  0  78,,24,3  1  2
Πύλου,18,24  9.748,4.536,11  5  2.661,,790,21  7  14
Αδριανής,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",3,3  656,183,0  0  0,,0,1  0  1
Ακριτοχωρίου,0,0  0,0,1  0  81,,29,0  0  0
Αμπελοκήπων,2,3  721,240,0  0  0,,0,2  0  2
Αχλαδοχωρίου,5,7  1.848,583,1  2  266,,78,6  4  2
Βασιλιτσίου,1,1  669,223,5  4  850,,269,5  1  4
Βλαχοπούλου,1,2  195,65,0  0  0,,0,1  0  1
Βουναρίων,1,2  1.212,416,1  0  212,,78,3  1  2
Γλυφάδας,1,2  238,73,3  3  439,,151,4  2  2
?άρα,2,2  348,120,0  0  0,,0,1  0  1
Ευαγγελισμού,12,18  3.998,1.330,1  2  299,,92,12  5  7
Ικλαίνης,1,1  240,75,0  0  0,,0,1  0  1
Καινούργιου Χωρίου,1,3  807,286,1  0  52,,15,3  1  2
Καλλιθέας,4,4  2.473,634,2  1  384,,130,5  1  4
Καρποφόρων,5,5  1.087,352,3  3  756,,244,6  3  3
Καστανίων,1,1  118,42,0  0  0,,0,0  0  0
Κοκκίνου,0,0  0,0,1  1  228,,81,1  0  1
Κόμπων,1,1  146,49,1  0  159,,53,2  1  1
Κορυφασίου,3,3  1.080,378,1  1  169,,56,3  1  2
Κορώνης,6,10  2.934,967,3  3  1.633,,500,10  1  9
Κουκκουνάρας,3,3  1.035,329,1  0  68,,23,2  1  1
Κουρτακίου,1,1  234,78,0  0  0,,0,1  0  1
Κρεμμυδίων,4,6  1.508,491,1  0  202,,69,6  3  3
Κυνηγού,0,0  0,0,1  0  21,,7,0  0  0
Λαχανάδας,2,3  969,331,0  0  0,,0,2  1  1
Λογγάς,6,8  1.688,558,8  6  2.548,,893,9  4  5
Λυκίσσης,0,0  0,0,1  1  102,,34,1  1  0
Μαθίας,1,2  567,195,0  0  0,,0,2  0  2
Μανιακίου,0,0  0,0,1  1  219,,68,1  1  0
Μαργελίου,1,2  321,106,0  0  0,,0,1  1  0
Μεθώνης,4,5  1.617,480,2  1  318,,106,5  2  3
Μεσοποτάμου,0,0  0,0,3  1  419,,140,3  2  1
Μεσοχωρίου,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  239,80,0  0  0,,0,1  0  1
Μηλίτσης,2,2  328,111,0  0  0,,0,2  1  1
Μυρσινοχωρίου,1,2  562,188,0  0  0,,0,1  0  1
Νέας Κορώνης,0,0  0,0,2  3  609,,182,2  2  0
Νερομύλου,0,0  0,0,1  1  360,,120,1  0  1
Πανιπερίου,2,2  578,176,0  0  0,,0,1  0  1
Παππουλίων,2,3  745,230,0  0  0,,0,3  2  1
Πελεκανάδας,0,0  0,0,1  0  43,,14,1  1  0
Πεταλιδίου,12,14  6.495,2.007,2  3  372,,123,17  3  14
Πετριτσίου,1,1  264,84,0  0  0,,0,1  1  0
Πηδάσου,0,0  0,0,1  0  646,,215,0  0  0
Πύλας,1,1  318,106,0  0  0,,0,1  0  1
Ρωμανού,2,3  570,190,0  0  0,,0,2  0  2
Σουληναρίου,0,0  0,0,1  0  100,,30,1  1  0
Υαμείας,1,1  183,61,0  0  0,,0,1  1  0
Φαλάνθης,1,1  238,74,0  0  0,,0,1  0  1
Φοινίκης,1,1  437,146,0  0  0,,0,1  0  1
Φοινικούντος,7,9  3.362,1.079,4  2  715,,219,11  5  6
Χανδρινού,5,8  1.681,558,4  4  1.344,,405,11  7  4
Χαρακοπιού (Χαροκοπειού),7,10  2.215,702,8  7  1.274,,418,13  6  7
Χαραυγής,1,2  285,89,0  0  0,,0,1  0  1
Χατζή,2,3  1.170,343,1  0  58,,23,2  0  2
Χράνων,5,9  2.988,954,5  6  1.594,,470,15  7  8
Χρυσοκελλαριάς,2,2  386,101,1  2  534,,178,4  2  2
Χωματάδας,4,6  1.984,583,0  0  0,,0,4  0  4
Γαργαλιάνων,33,46  23.996,6.176,12  12  3.954,,1.312,36  8  28
Κυπαρισσίας,38,72  33.163,9.673,15  12  4.573,,1.441,74  11  63
Φιλιατρών,26,37  12.821,3.462,12  17  8.793,,2.405,37  13  24
Χώρας,7,10  4.817,1.308,8  8  2.378,,758,13  5  8
Αγαλιανής,4,6  1.752,583,2  2  750,,243,6  2  4
Αγίου Σώστου,0,0  0,0,2  2  374,,125,2  2  0
Αετού,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",2,3  1.064,366,4  2  745,256,6  3  3
Αμπελοφύτου,0,0  0,0,2  1  765,241,2  1  1
Αρμενιών,4,7  2.494,731,4  3  800,198,9  3  6
Αυλώνος,2,2  948,298,2  3  396,129,5  3  2
Βασιλικού,1,2  480,160,2  2  147,53,3  1  2
Γλυκορριζίου,4,5  868,278,0  0  0,0,4  0  4
?ωρίου,3,3  894,272,13  13  3.463,1.151,14  5  9
Ελαίας,1,1  254,66,4  4  857,256,5  3  2
Εξοχικού,2,3  956,294,0  0  0,0,2  1  1
Κακαλετρίου,0,0  0,0,1  1  143,45,1  1  0
Καλιτσαίνης,1,1  120,40,0  0  0,0,1  1  0
Καλού Νερού,6,10  4.522,1.357,4  4  744,264,13  4  9
Καμαρίου,0,0  0,0,1  1  308,108,1  0  1
Καρυών,0,0  0,0,3  3  1.138,388,4  1  3
Κόκλα,0,0  0,0,2  4  437,145,2  2  0
Κοπανακίου,5,8  1.833,577,7  6  1.894,569,9  3  6
Κούβελα,1,2  420,120,3  3  378,113,3  2  1
Λεύκης,1,1  319,110,1  0  42,13,1  0  1
Μάλθης,1,1  39,15,1  0  27,9,0  0  0
Μαραθοπόλεως,4,7  2.909,917,2  1  320,110,21  19  2
Μοναστηρίου,0,0  0,0,1  2  355,121,2  1  1
Μουζακίου,1,1  316,88,0  0  0,0,1  0  1
Μουριατάδας,1,2  627,199,1  2  600,161,2  0  2
Μύρου,0,0  0,0,1  0  241,71,1  1  0
Ξηροκάμπου,1,1  275,90,1  2  600,200,2  0  2
Περδικονερίου,1,1  114,32,0  0  0,0,1  1  0
Πέτρας,1,2  310,100,0  0  0,0,1  1  0
Πλατανίων,1,2  257,75,0  0  0,0,1  0  1
Πολυθέας,1,3  497,166,0  0  0,0,1  0  1
Πύργου,4,6  2.112,622,1  0  103,37,4  1  3
Ραχών,4,8  1.446,475,5  6  3.314,832,9  2  7
Σελλά,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,3  513,162,0  0  0,,0,1  0  1
Σιδηροκάστρου,1,1  1.350,300,4  3  675,,220,4  4  0
Σκληρού,1,1  127,42,0  0  0,,0,1  1  0
Σπηλιάς,3,4  2.577,597,4  10  839,,244,7  2  5
Στασιού,4,10  1.226,402,0  0  0,,0,4  1  3
Φαρακλάδας,0,0  0,0,1  2  620,,157,1  0  1
Φλόκας,1,1  34,12,0  0  0,,0,0  0  0
Χαλαζονίου,1,2  433,135,0  0  0,,0,1  0  1
Χριστιανουπόλεως,1,1  150,50,0  0  0,,0,0  0  0
Χρυσοχωρίου,0,0  0,0,2  1  243,,81,2  1  1
Ψαρίου,4,11  896,298,8  13  2.990,,965,14  5  9
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,980,1.498  656.809,191.759,559  435  164.796,,53.812,1.686  669  1.017
ΝΟΜΟΣ ΛΕΣΒΟΥ,454,671  355.411,100.168,247  171  72.621,,22.333,828  302  526
Μυριναίων,26,47  19.748,6.081,21  24  6.210,,1.928,73  34  39
Αγίου ?ημητρίου,3,4  1.990,686,2  2  832,,233,7  3  4
Αγίου Ευστρατίου,2,3  581,180,3  2  680,,227,7  6  1
Αγκαρυώνων,0,0  0,0,1  1  180,,59,1  1  0
Ατσικής,5,7  1.813,560,1  0  242,,80,6  5  1
Βάρους,4,5  727,231,0  0  0,,0,4  2  2
Θάνους,1,1  23,9,0  0  0,,0,0  0  0
Καλλιθέας,1,2  495,168,0  0  0,,0,1  0  1
Καλλιόπης,1,1  1.142,286,0  0  0,,0,10  10  0
Καμινίων,1,1  384,123,2  1  282,,83,2  0  2
Καρπασίου,1,1  534,194,1  0  457,,169,1  0  1
Κάσπακα,12,20  7.955,2.396,0  0  0,,0,17  9  8
Καταλάκκου,2,3  613,203,1  0  180,,60,3  1  2
Κοντιά,4,6  1.566,566,6  4  575,,192,7  4  3
Κοντοπουλίου,4,5  1.336,466,1  0  276,,92,9  7  2
Κορνού,4,4  24.097,3.966,0  0  0,,0,0  0  0
Λιβαδοχωρίου,1,1  279,70,0  0  0,,0,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Λύχνων,2,2  617,176,1  0  143,53,2  0  2
